tscriptid,ottdartid,ensdartid
ZDB-TSCRIPT-090929-21590,OTTDART00000041733,ENSDART00000143659.2
ZDB-TSCRIPT-090929-21604,OTTDART00000041748,ENSDART00000139364.2
ZDB-TSCRIPT-090929-21603,OTTDART00000041747,ENSDART00000142281.2
ZDB-TSCRIPT-090929-21631,OTTDART00000041782,ENSDART00000144340.3
ZDB-TSCRIPT-090929-21632,OTTDART00000041783,ENSDART00000145373.2
ZDB-TSCRIPT-090929-21636,OTTDART00000041787,ENSDART00000143822.2
ZDB-TSCRIPT-090929-21655,OTTDART00000041807,ENSDART00000132082.2
ZDB-TSCRIPT-090929-21657,OTTDART00000041809,ENSDART00000136984.2
ZDB-TSCRIPT-090929-21666,OTTDART00000041818,ENSDART00000145740
ZDB-TSCRIPT-090929-21669,OTTDART00000041821,ENSDART00000132090.2
ZDB-TSCRIPT-090929-21680,OTTDART00000041853,ENSDART00000139557.2
ZDB-TSCRIPT-090929-21681,OTTDART00000041854,ENSDART00000142928.2
ZDB-TSCRIPT-090929-21693,OTTDART00000041879,ENSDART00000137055.2
ZDB-TSCRIPT-090929-21764,OTTDART00000041995,
ZDB-TSCRIPT-090929-21782,OTTDART00000042029,ENSDART00000141903.2
ZDB-TSCRIPT-090929-21785,OTTDART00000042032,ENSDART00000145151.2
ZDB-TSCRIPT-090929-21786,OTTDART00000042033,ENSDART00000131914.2
ZDB-TSCRIPT-090929-21788,OTTDART00000042035,ENSDART00000086117
ZDB-TSCRIPT-090929-21807,OTTDART00000042056,ENSDART00000132016.2
ZDB-TSCRIPT-090929-21813,OTTDART00000042063,ENSDART00000141127
ZDB-TSCRIPT-090929-21814,OTTDART00000042064,ENSDART00000139717
ZDB-TSCRIPT-090929-21818,OTTDART00000042068,ENSDART00000135613.2
ZDB-TSCRIPT-090929-21828,OTTDART00000042082,
ZDB-TSCRIPT-090929-21834,OTTDART00000042088,ENSDART00000139738
ZDB-TSCRIPT-090929-21836,OTTDART00000042090,ENSDART00000142438.2
ZDB-TSCRIPT-090929-21847,OTTDART00000042101,ENSDART00000145027.2
ZDB-TSCRIPT-090929-21849,OTTDART00000042103,ENSDART00000146415
ZDB-TSCRIPT-090929-21875,OTTDART00000042134,ENSDART00000143529.2
ZDB-TSCRIPT-090929-21884,OTTDART00000042144,ENSDART00000134842.2
ZDB-TSCRIPT-090929-21888,OTTDART00000042149,ENSDART00000145159.2
ZDB-TSCRIPT-090929-21898,OTTDART00000042159,ENSDART00000146900.2
ZDB-TSCRIPT-090929-21906,OTTDART00000042167,ENSDART00000144875.2
ZDB-TSCRIPT-090929-21908,OTTDART00000042169,ENSDART00000144663.2
ZDB-TSCRIPT-120702-176,OTTDART00000055543,ENSDART00000151911.2
ZDB-TSCRIPT-090929-21921,OTTDART00000042183,ENSDART00000139974
ZDB-TSCRIPT-090929-21940,OTTDART00000042203,ENSDART00000141920.2
ZDB-TSCRIPT-090929-21941,OTTDART00000042204,ENSDART00000135489.2
ZDB-TSCRIPT-090929-21949,OTTDART00000042213,ENSDART00000134979.3
ZDB-TSCRIPT-090929-21951,OTTDART00000042215,ENSDART00000147636.2
ZDB-TSCRIPT-090929-21950,OTTDART00000042214,ENSDART00000143553.3
ZDB-TSCRIPT-090929-21948,OTTDART00000042212,ENSDART00000139542.4
ZDB-TSCRIPT-100915-1214,OTTDART00000046113,ENSDART00000144579.3
ZDB-TSCRIPT-100915-185,OTTDART00000046114,ENSDART00000138197.2
ZDB-TSCRIPT-090929-21958,OTTDART00000042223,ENSDART00000137640.3
ZDB-TSCRIPT-090929-21959,OTTDART00000042224,ENSDART00000146255.2
ZDB-TSCRIPT-090929-21979,OTTDART00000042245,ENSDART00000171686.2
ZDB-TSCRIPT-090929-21978,OTTDART00000042244,ENSDART00000166076.2
ZDB-TSCRIPT-141209-2955,OTTDART00000059217,ENSDART00000165034.2
ZDB-TSCRIPT-090929-21981,OTTDART00000042247,ENSDART00000139121.2
ZDB-TSCRIPT-090929-21995,OTTDART00000042261,ENSDART00000140373.2
ZDB-TSCRIPT-090929-21996,OTTDART00000042262,ENSDART00000146895.3
ZDB-TSCRIPT-090929-21997,OTTDART00000042263,ENSDART00000139952.2
ZDB-TSCRIPT-090929-6667,OTTDART00000023664,ENSDART00000139286.2
ZDB-TSCRIPT-090929-22018,OTTDART00000042285,ENSDART00000109712
ZDB-TSCRIPT-090929-22022,OTTDART00000042289,ENSDART00000133542.2
ZDB-TSCRIPT-090929-22023,OTTDART00000042290,ENSDART00000146646.2
ZDB-TSCRIPT-090929-22025,OTTDART00000042292,ENSDART00000134591.2
ZDB-TSCRIPT-090929-22040,OTTDART00000042307,ENSDART00000143178.2
ZDB-TSCRIPT-090929-22044,OTTDART00000042311,ENSDART00000146703.2
ZDB-TSCRIPT-090929-22066,OTTDART00000042335,
ZDB-TSCRIPT-090929-22076,OTTDART00000042345,ENSDART00000164005.2
ZDB-TSCRIPT-090929-22085,OTTDART00000042355,ENSDART00000139969.3
ZDB-TSCRIPT-090929-22088,OTTDART00000042358,ENSDART00000146938.2
ZDB-TSCRIPT-090929-22084,OTTDART00000042354,ENSDART00000143403.3
ZDB-TSCRIPT-090929-22086,OTTDART00000042356,ENSDART00000141537.2
ZDB-TSCRIPT-090929-22087,OTTDART00000042357,ENSDART00000135382.3
ZDB-TSCRIPT-090929-22092,OTTDART00000042366,ENSDART00000147807.2
ZDB-TSCRIPT-090929-22124,OTTDART00000042400,ENSDART00000144269.2
ZDB-TSCRIPT-090929-22134,OTTDART00000042410,ENSDART00000141421.2
ZDB-TSCRIPT-090929-22135,OTTDART00000042411,ENSDART00000131809.2
ZDB-TSCRIPT-090929-22137,OTTDART00000042413,ENSDART00000144281.2
ZDB-TSCRIPT-090929-22139,OTTDART00000042415,ENSDART00000135158
ZDB-TSCRIPT-090929-22140,OTTDART00000042416,ENSDART00000147916
ZDB-TSCRIPT-090929-22141,OTTDART00000042417,ENSDART00000148237.3
ZDB-TSCRIPT-090929-22144,OTTDART00000042421,ENSDART00000132614.2
ZDB-TSCRIPT-090929-22145,OTTDART00000042422,ENSDART00000146401.3
ZDB-TSCRIPT-090929-22146,OTTDART00000042423,ENSDART00000126616.4
ZDB-TSCRIPT-090929-22169,OTTDART00000042453,ENSDART00000125139.3
ZDB-TSCRIPT-090929-211,OTTDART00000002438,ENSDART00000131901.2
ZDB-TSCRIPT-090929-22173,OTTDART00000042457,ENSDART00000141509.2
ZDB-TSCRIPT-090929-22183,OTTDART00000042468,ENSDART00000031616.6
ZDB-TSCRIPT-090929-22210,OTTDART00000042503,ENSDART00000145026
ZDB-TSCRIPT-090929-22211,OTTDART00000042504,ENSDART00000145232.2
ZDB-TSCRIPT-090929-22220,OTTDART00000042514,ENSDART00000140320.2
ZDB-TSCRIPT-090929-13121,OTTDART00000031106,ENSDART00000143936.3
ZDB-TSCRIPT-090929-22223,OTTDART00000042517,ENSDART00000148198.2
ZDB-TSCRIPT-090929-97,OTTDART00000002164,ENSDART00000144902.2
ZDB-TSCRIPT-090929-22228,OTTDART00000042522,ENSDART00000147862.2
ZDB-TSCRIPT-090929-22230,OTTDART00000042524,
ZDB-TSCRIPT-090929-22237,OTTDART00000042531,ENSDART00000140107.2
ZDB-TSCRIPT-090929-22241,OTTDART00000042535,ENSDART00000133014.3
ZDB-TSCRIPT-090929-22240,OTTDART00000042534,ENSDART00000138566.3
ZDB-TSCRIPT-090929-22242,OTTDART00000042536,ENSDART00000143685.2
ZDB-TSCRIPT-090929-22245,OTTDART00000042539,
ZDB-TSCRIPT-090929-22259,OTTDART00000042556,ENSDART00000131996.2
ZDB-TSCRIPT-090929-22278,OTTDART00000042577,ENSDART00000134776
ZDB-TSCRIPT-090929-22286,OTTDART00000042586,ENSDART00000147956.2
ZDB-TSCRIPT-090929-22291,OTTDART00000042591,ENSDART00000131256.2
ZDB-TSCRIPT-090929-22314,OTTDART00000042615,ENSDART00000131211.2
ZDB-TSCRIPT-090929-22313,OTTDART00000042614,ENSDART00000131981.2
ZDB-TSCRIPT-090929-22331,OTTDART00000042633,ENSDART00000146320.2
ZDB-TSCRIPT-090929-22341,OTTDART00000042645,ENSDART00000147288
ZDB-TSCRIPT-090929-22342,OTTDART00000042646,ENSDART00000139210.2
ZDB-TSCRIPT-090929-22356,OTTDART00000042661,ENSDART00000154374.3
ZDB-TSCRIPT-090929-22357,OTTDART00000042662,ENSDART00000154822.2
ZDB-TSCRIPT-090929-22363,OTTDART00000042668,ENSDART00000137106.2
ZDB-TSCRIPT-090929-22364,OTTDART00000042669,ENSDART00000142952.2
ZDB-TSCRIPT-090929-22365,OTTDART00000042670,ENSDART00000138815.2
ZDB-TSCRIPT-090929-22366,OTTDART00000042671,ENSDART00000140696.3
ZDB-TSCRIPT-090929-22371,OTTDART00000042676,ENSDART00000135103.2
ZDB-TSCRIPT-090929-22374,OTTDART00000042679,ENSDART00000141745.2
ZDB-TSCRIPT-090929-22384,OTTDART00000042689,ENSDART00000143523.2
ZDB-TSCRIPT-090929-22382,OTTDART00000042687,ENSDART00000132185.2
ZDB-TSCRIPT-090929-22383,OTTDART00000042688,ENSDART00000132098.2
ZDB-TSCRIPT-090929-22385,OTTDART00000042690,ENSDART00000140947.2
ZDB-TSCRIPT-090929-22388,OTTDART00000042693,ENSDART00000145902.3
ZDB-TSCRIPT-090929-22391,OTTDART00000042696,ENSDART00000135824.2
ZDB-TSCRIPT-090929-22392,OTTDART00000042697,ENSDART00000135298.2
ZDB-TSCRIPT-090929-22404,OTTDART00000042710,ENSDART00000105698.3
ZDB-TSCRIPT-090929-22415,OTTDART00000042721,ENSDART00000138843.2
ZDB-TSCRIPT-090929-22419,OTTDART00000042726,ENSDART00000145530.2
ZDB-TSCRIPT-090929-22420,OTTDART00000042727,ENSDART00000142023.2
ZDB-TSCRIPT-090929-22421,OTTDART00000042728,ENSDART00000139562.2
ZDB-TSCRIPT-090929-22424,OTTDART00000042731,ENSDART00000140886.2
ZDB-TSCRIPT-090929-22445,OTTDART00000042763,
ZDB-TSCRIPT-090929-22451,OTTDART00000042769,ENSDART00000170946.2
ZDB-TSCRIPT-090929-22454,OTTDART00000042772,ENSDART00000160813.2
ZDB-TSCRIPT-090929-22474,OTTDART00000042794,ENSDART00000141685.2
ZDB-TSCRIPT-090929-22498,OTTDART00000022154,ENSDART00000136691.2
ZDB-TSCRIPT-090929-22506,OTTDART00000026898,ENSDART00000125953
ZDB-TSCRIPT-090929-23102,OTTDART00000035646,
ZDB-TSCRIPT-090929-16249,OTTDART00000035651,
ZDB-TSCRIPT-090929-16250,OTTDART00000035652,
ZDB-TSCRIPT-090929-16252,OTTDART00000035654,
ZDB-TSCRIPT-090929-16251,OTTDART00000035653,
ZDB-TSCRIPT-090929-22513,OTTDART00000030793,ENSDART00000134887
ZDB-TSCRIPT-090929-22517,OTTDART00000032593,ENSDART00000137627
ZDB-TSCRIPT-090929-22519,OTTDART00000033751,ENSDART00000127834
ZDB-TSCRIPT-090929-22520,OTTDART00000033754,ENSDART00000147229.3
ZDB-TSCRIPT-090929-22528,OTTDART00000035650,
ZDB-TSCRIPT-090929-22537,OTTDART00000038856,ENSDART00000147084.2
ZDB-TSCRIPT-090929-22540,OTTDART00000039744,ENSDART00000124119.3
ZDB-TSCRIPT-090929-22543,OTTDART00000040008,ENSDART00000139236
ZDB-TSCRIPT-090929-20227,OTTDART00000040009,ENSDART00000132290.2
ZDB-TSCRIPT-090929-20228,OTTDART00000040010,ENSDART00000142912.3
ZDB-TSCRIPT-090929-22757,OTTDART00000032115,ENSDART00000145289.2
ZDB-TSCRIPT-090929-22762,OTTDART00000040251,ENSDART00000142160.2
ZDB-TSCRIPT-090929-22768,OTTDART00000006771,ENSDART00000133081
ZDB-TSCRIPT-090929-836,OTTDART00000006772,ENSDART00000141599.2
ZDB-TSCRIPT-090929-22774,OTTDART00000016112,ENSDART00000166935
ZDB-TSCRIPT-090929-22778,OTTDART00000018601,ENSDART00000139350
ZDB-TSCRIPT-090929-22781,OTTDART00000020393,ENSDART00000139741.2
ZDB-TSCRIPT-120213-811,OTTDART00000052985,ENSDART00000150926.2
ZDB-TSCRIPT-090929-22786,OTTDART00000022644,ENSDART00000170599.2
ZDB-TSCRIPT-090929-23080,OTTDART00000026773,
ZDB-TSCRIPT-090929-22787,OTTDART00000023357,ENSDART00000158602
ZDB-TSCRIPT-160112-650,OTTDART00000062303,ENSDART00000163737.2
ZDB-TSCRIPT-090929-22788,OTTDART00000024135,ENSDART00000023038
ZDB-TSCRIPT-110325-1597,OTTDART00000050198,ENSDART00000136081.3
ZDB-TSCRIPT-090929-22789,OTTDART00000024951,
ZDB-TSCRIPT-091110-80,OTTDART00000042859,
ZDB-TSCRIPT-090929-22801,OTTDART00000030796,ENSDART00000133434
ZDB-TSCRIPT-090929-22803,OTTDART00000032359,ENSDART00000136067
ZDB-TSCRIPT-090929-22805,OTTDART00000032677,ENSDART00000171170
ZDB-TSCRIPT-090929-22807,OTTDART00000033752,ENSDART00000146011
ZDB-TSCRIPT-090929-22520,OTTDART00000033754,ENSDART00000147229.3
ZDB-TSCRIPT-090929-22808,OTTDART00000033755,ENSDART00000130059
ZDB-TSCRIPT-090929-22809,OTTDART00000034092,ENSDART00000136691.2
ZDB-TSCRIPT-090929-22822,OTTDART00000038688,ENSDART00000134249.2
ZDB-TSCRIPT-090929-22537,OTTDART00000038856,ENSDART00000147084.2
ZDB-TSCRIPT-090929-22832,OTTDART00000040494,ENSDART00000163331
ZDB-TSCRIPT-090929-2293,OTTDART00000012703,
ZDB-TSCRIPT-090929-23046,OTTDART00000039506,ENSDART00000141910.2
ZDB-TSCRIPT-090929-23052,OTTDART00000002034,ENSDART00000143743
ZDB-TSCRIPT-090929-23055,OTTDART00000006776,ENSDART00000148111
ZDB-TSCRIPT-090929-23058,OTTDART00000010814,ENSDART00000141086
ZDB-TSCRIPT-090929-23072,OTTDART00000022147,ENSDART00000112415
ZDB-TSCRIPT-090929-23086,OTTDART00000030374,ENSDART00000140874
ZDB-TSCRIPT-090929-23088,OTTDART00000030910,ENSDART00000144481
ZDB-TSCRIPT-090929-23091,OTTDART00000032592,ENSDART00000148092
ZDB-TSCRIPT-090929-23092,OTTDART00000032804,ENSDART00000134695
ZDB-TSCRIPT-090929-23094,OTTDART00000033753,ENSDART00000144499
ZDB-TSCRIPT-090929-23101,OTTDART00000035420,ENSDART00000063133
ZDB-TSCRIPT-090929-23108,OTTDART00000038438,ENSDART00000039498
ZDB-TSCRIPT-090929-18822,OTTDART00000038439,ENSDART00000140461.2
ZDB-TSCRIPT-090929-18823,OTTDART00000038440,
ZDB-TSCRIPT-090929-23329,OTTDART00000023557,ENSDART00000138861.2
