tscriptid,tscriptname,ottdartid,status,ensdartid,tname,comments
ZDB-TSCRIPT-090929-18094,rapgef5b-003,OTTDART00000037693,retained intron,ENSDART00000140727.2,rapgef5b-204,
ZDB-TSCRIPT-090929-18095,rapgef5b-004,OTTDART00000037694,NMD,ENSDART00000137107,,
ZDB-TSCRIPT-090929-18101,hspa9-002,OTTDART00000037701,retained intron,ENSDART00000136975.2,hspa9-202,
ZDB-TSCRIPT-090929-18106,hdac3-002,OTTDART00000037706,NMD,ENSDART00000145250,,
ZDB-TSCRIPT-090929-18109,pls3-002,OTTDART00000037709,retained intron,ENSDART00000134985.2,pls3-202,
ZDB-TSCRIPT-090929-18112,sqstm1-002,OTTDART00000037712,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18113,sqstm1-003,OTTDART00000037713,retained intron,ENSDART00000141840.2,sqstm1-203,
ZDB-TSCRIPT-090929-18114,sqstm1-004,OTTDART00000037714,retained intron,ENSDART00000134366.2,sqstm1-201,
ZDB-TSCRIPT-090929-18118,polr1b-002,OTTDART00000037718,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18129,sgk2b-003,OTTDART00000037729,retained intron,ENSDART00000132060.2,sgk2b-202,
ZDB-TSCRIPT-090929-18149,dbnla-002,OTTDART00000037749,retained intron,ENSDART00000134632.2,dbnla-202,
ZDB-TSCRIPT-090929-18150,dbnla-003,OTTDART00000037750,retained intron,ENSDART00000140382.2,dbnla-203,
ZDB-TSCRIPT-090929-18158,rbms3-003,OTTDART00000037758,retained intron,ENSDART00000139089.2,rbms3-206,
ZDB-TSCRIPT-090929-18160,rbms3-005,OTTDART00000037760,retained intron,ENSDART00000132562.3,rbms3-201,
ZDB-TSCRIPT-100915-1480,decr1-003,OTTDART00000047159,,ENSDART00000134441.2,decr1-201,
ZDB-TSCRIPT-090929-18165,decr1-002,OTTDART00000037765,retained intron,ENSDART00000147812.2,decr1-203,
ZDB-TSCRIPT-090929-18171,eva1ba-002,OTTDART00000037771,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-110325-1890,eva1ba-003,OTTDART00000047765,,ENSDART00000172252.2,eva1ba-202,
ZDB-TSCRIPT-090929-18191,lim2.3-002,OTTDART00000037791,retained intron,ENSDART00000138680.2,lim2.3-203,
ZDB-TSCRIPT-090929-18196,rab34a-002,OTTDART00000037796,retained intron,ENSDART00000131259.2,rab34a-202,
ZDB-TSCRIPT-090929-18200,cul5a-002,OTTDART00000037801,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18205,vmp1-002,OTTDART00000037806,retained intron,ENSDART00000129155.3,vmp1-203,
ZDB-TSCRIPT-090929-18212,fxyd6-003,OTTDART00000037815,retained intron,ENSDART00000170016.2,fxyd6-202,
ZDB-TSCRIPT-090929-18214,npat-002,OTTDART00000037817,retained intron,ENSDART00000125070.3,npat-202,
ZDB-TSCRIPT-090929-18217,ift20-002,OTTDART00000037820,retained intron,ENSDART00000132777.2,ift20-201,
ZDB-TSCRIPT-090929-18224,aldob-003,OTTDART00000037827,retained intron,ENSDART00000139865.2,aldob-205,
ZDB-TSCRIPT-090929-18233,ran-004,OTTDART00000037836,retained intron,ENSDART00000137589.2,ran-203,
ZDB-TSCRIPT-090929-18239,zufsp-002,OTTDART00000037842,NMD,ENSDART00000141577,,
ZDB-TSCRIPT-090929-18242,klhl32-002,OTTDART00000037845,retained intron,ENSDART00000143873.2,klhl32-202,
ZDB-TSCRIPT-090929-18245,pnisr-003,OTTDART00000037848,retained intron,ENSDART00000147544.2,pnisr-206,
ZDB-TSCRIPT-090929-18246,pnisr-004,OTTDART00000037849,retained intron,ENSDART00000141366.2,pnisr-205,
ZDB-TSCRIPT-090929-18247,pnisr-005,OTTDART00000037850,retained intron,ENSDART00000138109.2,pnisr-204,
ZDB-TSCRIPT-090929-18248,pnisr-006,OTTDART00000037851,retained intron,ENSDART00000133071.2,pnisr-203,
ZDB-TSCRIPT-090929-18255,ccng1-004,OTTDART00000037858,retained intron,ENSDART00000146257.2,ccng1-204,
ZDB-TSCRIPT-090929-18266,azin1a-003,OTTDART00000037869,retained intron,ENSDART00000135718.2,azin1a-202,
ZDB-TSCRIPT-090929-18267,azin1a-004,OTTDART00000037870,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18278,nxt2-004,OTTDART00000037881,retained intron,ENSDART00000143943.2,nxt2-201,
ZDB-TSCRIPT-090929-18280,slc25a32b-002,OTTDART00000037883,retained intron,ENSDART00000131576.2,slc25a32b-202,
ZDB-TSCRIPT-090929-18286,nprl3-002,OTTDART00000037889,NMD,ENSDART00000144457,,
ZDB-TSCRIPT-090929-18289,mbnl3-001,OTTDART00000037892,retained intron,ENSDART00000130976.2,mbnl3-205,
ZDB-TSCRIPT-090929-18300,zgc:162154-002,OTTDART00000037903,NMD,ENSDART00000148279,,
ZDB-TSCRIPT-090929-18308,postnb-006,OTTDART00000037911,retained intron,ENSDART00000171644.2,postnb-208,
ZDB-TSCRIPT-090929-18321,spag9a-002,OTTDART00000037924,retained intron,ENSDART00000097320.4,spag9a-201,
ZDB-TSCRIPT-090929-18325,narfl-003,OTTDART00000037928,NMD,ENSDART00000128636,,
ZDB-TSCRIPT-090929-18327,rfx1a-002,OTTDART00000037930,retained intron,ENSDART00000131759.2,rfx1a-203,
ZDB-TSCRIPT-090929-18330,zgc:163079-002,OTTDART00000037933,retained intron,ENSDART00000140034.2,zgc:163079-202,
ZDB-TSCRIPT-090929-18335,atp1b4-002,OTTDART00000037938,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18348,akap1b-002,OTTDART00000037951,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18350,akap1b-004,OTTDART00000037953,retained intron,ENSDART00000136673.3,akap1b-203,
ZDB-TSCRIPT-090929-18361,clcn7-002,OTTDART00000037964,retained intron,ENSDART00000145392.2,clcn7-205,
ZDB-TSCRIPT-090929-18362,clcn7-003,OTTDART00000037965,retained intron,ENSDART00000143074.2,clcn7-204,
ZDB-TSCRIPT-090929-18363,clcn7-004,OTTDART00000037966,retained intron,ENSDART00000138423.2,clcn7-203,
ZDB-TSCRIPT-090929-18388,emc10-002,OTTDART00000037991,retained intron,ENSDART00000142048.2,emc10-203,
ZDB-TSCRIPT-090929-18393,agfg1a-002,OTTDART00000037996,NMD,ENSDART00000144944,,
ZDB-TSCRIPT-090929-18398,zgc:153292-002,OTTDART00000038001,retained intron,ENSDART00000109119.4,zgc:153292-202,
ZDB-TSCRIPT-090929-18399,zgc:153292-003,OTTDART00000038002,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18401,smg1-002,OTTDART00000038004,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18416,aoc2-003,OTTDART00000038019,retained intron,ENSDART00000121781.3,aoc2-201,
ZDB-TSCRIPT-090929-18418,abi3a-002,OTTDART00000038021,retained intron,ENSDART00000142628.2,abi3a-202,
ZDB-TSCRIPT-090929-18422,scaf4b-001,OTTDART00000038025,non-stop-decay,ENSDART00000099234,,
ZDB-TSCRIPT-090929-18423,scaf4b-002,OTTDART00000038026,retained intron,ENSDART00000130404.3,scaf4b-202,
ZDB-TSCRIPT-090929-18424,scaf4b-003,OTTDART00000038027,retained intron,ENSDART00000129218.3,scaf4b-202,
ZDB-TSCRIPT-090929-18430,traf7-002,OTTDART00000038033,retained intron,ENSDART00000143637.2,traf7-202,
ZDB-TSCRIPT-090929-18440,zgc:162339-003,OTTDART00000038046,retained intron,ENSDART00000147987.3,zgc:162339-204,
ZDB-TSCRIPT-090929-18439,zgc:162339-002,OTTDART00000038045,,ENSDART00000052726.7,zgc:162339-201,
ZDB-TSCRIPT-090929-18446,gfer-002,OTTDART00000038052,retained intron,ENSDART00000131904.2,gfer-202,
ZDB-TSCRIPT-090929-18447,gfer-003,OTTDART00000038053,,ENSDART00000147536.2,gfer-203,
ZDB-TSCRIPT-090929-18452,slc29a4-002,OTTDART00000038058,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18461,proza-002,OTTDART00000038067,retained intron,ENSDART00000145531.2,proza-203,
ZDB-TSCRIPT-090929-18462,proza-003,OTTDART00000038068,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18475,diabloa-002,OTTDART00000038083,retained intron,ENSDART00000164119.2,diabloa-203,
ZDB-TSCRIPT-090929-18476,diabloa-003,OTTDART00000038084,retained intron,ENSDART00000162266.2,diabloa-201,
ZDB-TSCRIPT-090929-18479,arl16-002,OTTDART00000038087,retained intron,ENSDART00000142200.2,arl16-203,
ZDB-TSCRIPT-090929-18480,arl16-003,OTTDART00000038088,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18486,btr02-002,OTTDART00000038094,retained intron,ENSDART00000138503.2,btr02-202,
ZDB-TSCRIPT-090929-18488,nars2-002,OTTDART00000038096,NMD,ENSDART00000170354,,
ZDB-TSCRIPT-090929-18512,lsr-003,OTTDART00000038121,retained intron,ENSDART00000165351.2,lsr-204,
ZDB-TSCRIPT-090929-18523,ppp4r2a-002,OTTDART00000038132,retained intron,ENSDART00000132421.2,ppp4r2a-202,
ZDB-TSCRIPT-090929-18536,smc1al-003,OTTDART00000038145,retained intron,ENSDART00000126382.3,smc1al-203,
ZDB-TSCRIPT-090929-18538,slc17a9b-002,OTTDART00000038147,retained intron,ENSDART00000147462.2,slc17a9b-202,
ZDB-TSCRIPT-090929-18541,prim1-002,OTTDART00000038150,retained intron,ENSDART00000133054.2,prim1-202,
ZDB-TSCRIPT-090929-18548,ikbkg-003,OTTDART00000038157,retained intron,ENSDART00000140211.2,ikbkg-203,
ZDB-TSCRIPT-090929-18549,trpc4apb-001,OTTDART00000038158,variant,ENSDART00000169180,,
ZDB-TSCRIPT-090929-18554,ssr4-003,OTTDART00000038163,retained intron,ENSDART00000133493.2,ssr4-202,
ZDB-TSCRIPT-090929-18558,bcl2l1-003,OTTDART00000038167,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18563,rpl10-004,OTTDART00000038172,retained intron,ENSDART00000139679.2,rpl10-203,
ZDB-TSCRIPT-090929-18564,rpl10-005,OTTDART00000038173,retained intron,ENSDART00000141969.2,rpl10-204,
ZDB-TSCRIPT-090929-18565,rpl10-006,OTTDART00000038174,retained intron,ENSDART00000145449.2,rpl10-207,
ZDB-TSCRIPT-090929-18567,rpl10-008,OTTDART00000038176,retained intron,ENSDART00000147254.2,rpl10-208,
ZDB-TSCRIPT-090929-18569,slmapb-002,OTTDART00000038178,retained intron,ENSDART00000138046.2,slmapb-204,
ZDB-TSCRIPT-090929-18570,slmapb-003,OTTDART00000038179,retained intron,ENSDART00000140422.2,slmapb-205,
ZDB-TSCRIPT-090929-18571,slmapb-004,OTTDART00000038180,retained intron,ENSDART00000132303.2,slmapb-202,
ZDB-TSCRIPT-090929-18578,masp2-003,OTTDART00000038187,retained intron,ENSDART00000147626.2,masp2-203,
ZDB-TSCRIPT-090929-18585,birc5b-003,OTTDART00000038194,retained intron,ENSDART00000142179.2,birc5b-203,
ZDB-TSCRIPT-090929-18584,birc5b-002,OTTDART00000038193,,ENSDART00000139111.2,birc5b-202,
ZDB-TSCRIPT-090929-18596,tmem106ba-002,OTTDART00000038205,retained intron,ENSDART00000162773.2,tmem106ba-202,
ZDB-TSCRIPT-090929-18602,slc43a2a-002,OTTDART00000038211,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18612,hspa13-002,OTTDART00000038221,retained intron,ENSDART00000133781.2,hspa13-202,
ZDB-TSCRIPT-090929-18615,xaf1-003,OTTDART00000038224,retained intron,ENSDART00000133960.2,xaf1-202,
ZDB-TSCRIPT-090929-18617,rap1gap2a-002,OTTDART00000038226,retained intron,ENSDART00000128973.4,rap1gap2a-203,
ZDB-TSCRIPT-090929-18620,si:ch211-137a8.2-002,OTTDART00000038229,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18623,si:ch211-137a8.2-005,OTTDART00000038232,retained intron,ENSDART00000133622.2,si:ch211-137a8.2-202,
ZDB-TSCRIPT-090929-18624,si:ch211-137a8.2-006,OTTDART00000038233,retained intron,ENSDART00000139220.3,si:ch211-137a8.2-203,
ZDB-TSCRIPT-090929-18625,si:ch211-137a8.2-007,OTTDART00000038234,retained intron,ENSDART00000144546.2,si:ch211-137a8.2-206,
ZDB-TSCRIPT-090929-18636,ctrl-002,OTTDART00000038245,retained intron,ENSDART00000133033.2,ctrl-202,
ZDB-TSCRIPT-090929-18640,stat6-003,OTTDART00000038250,retained intron,ENSDART00000141499.2,stat6-203,
ZDB-TSCRIPT-090929-18652,eno1a-003,OTTDART00000038262,retained intron,ENSDART00000148136.2,eno1a-205,
ZDB-TSCRIPT-090929-18653,eno1a-004,OTTDART00000038263,retained intron,ENSDART00000138086.3,eno1a-203,
ZDB-TSCRIPT-090929-18654,eno1a-005,OTTDART00000038264,retained intron,ENSDART00000141498.2,eno1a-204,
ZDB-TSCRIPT-090929-18662,zgc:64106-002,OTTDART00000038272,retained intron,ENSDART00000141990.2,zgc:64106-201,
ZDB-TSCRIPT-090929-18664,nop56-002,OTTDART00000038274,NMD,ENSDART00000102433,,
ZDB-TSCRIPT-090929-18665,nop56-003,OTTDART00000038275,retained intron,ENSDART00000145194.2,nop56-207,
ZDB-TSCRIPT-090929-18666,nop56-004,OTTDART00000038276,retained intron,ENSDART00000135696.3,nop56-206,
ZDB-TSCRIPT-090929-18667,nop56-005,OTTDART00000038277,retained intron,ENSDART00000134902.2,nop56-205,
ZDB-TSCRIPT-090929-18668,nop56-006,OTTDART00000038278,NMD,ENSDART00000062681,,
ZDB-TSCRIPT-090929-18669,nop56-007,OTTDART00000038279,retained intron,ENSDART00000123335.4,nop56-204,
ZDB-TSCRIPT-090929-18676,tpgs2-003,OTTDART00000038286,NMD,ENSDART00000142644,,
ZDB-TSCRIPT-090929-18677,tpgs2-004,OTTDART00000038287,NMD,ENSDART00000131607,,
ZDB-TSCRIPT-090929-18681,tcerg1a-002,OTTDART00000038291,NMD,ENSDART00000164281,,
ZDB-TSCRIPT-090929-18697,fam219aa-002,OTTDART00000038307,retained intron,ENSDART00000140281.2,fam219aa-203,
ZDB-TSCRIPT-090929-18698,fam219aa-003,OTTDART00000038308,NMD,ENSDART00000135623,,
ZDB-TSCRIPT-090929-18701,spna2-003,OTTDART00000038311,retained intron,ENSDART00000132524.2,sptan1-203,
ZDB-TSCRIPT-090929-18703,spna2-005,OTTDART00000038313,retained intron,ENSDART00000140667.2,sptan1-205,
ZDB-TSCRIPT-090929-18720,ddt-002,OTTDART00000038330,retained intron,ENSDART00000139535.2,ddt-202,
ZDB-TSCRIPT-090929-18723,smarcb1b-003,OTTDART00000038333,retained intron,ENSDART00000132254.2,smarcb1b-201,
ZDB-TSCRIPT-090929-18725,smarcb1b-005,OTTDART00000038335,retained intron,ENSDART00000143760.2,smarcb1b-205,
ZDB-TSCRIPT-090929-18726,smarcb1b-006,OTTDART00000038336,retained intron,ENSDART00000142354.2,smarcb1b-204,
ZDB-TSCRIPT-090929-18733,wbscr27-002,OTTDART00000038344,retained intron,ENSDART00000122344.3,mettl27-202,
ZDB-TSCRIPT-090929-18738,nf2b-002,OTTDART00000038349,NMD,ENSDART00000136146,,
ZDB-TSCRIPT-090929-18757,racgap1-003,OTTDART00000038374,retained intron,ENSDART00000143638.2,racgap1-203,
ZDB-TSCRIPT-090929-18759,bin2a-002,OTTDART00000038376,retained intron,ENSDART00000146504.2,bin2a-202,
ZDB-TSCRIPT-090929-22231,bin2a-003,OTTDART00000042525,,ENSDART00000147549.2,bin2a-203,
ZDB-TSCRIPT-090929-18761,hnrnpa1b-002,OTTDART00000038378,NMD,ENSDART00000127174,,
ZDB-TSCRIPT-090929-18779,pacsin1a-002,OTTDART00000038396,retained intron,ENSDART00000131568.2,pacsin1a-203,
ZDB-TSCRIPT-090929-18813,slc7a3a-002,OTTDART00000038430,retained intron,ENSDART00000101021.5,slc7a3a-202,
ZDB-TSCRIPT-090929-18818,st6gal1-003,OTTDART00000038435,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18822,taf8-002,OTTDART00000038439,retained intron,ENSDART00000140461.2,taf8-202,
ZDB-TSCRIPT-090929-18823,taf8-003,OTTDART00000038440,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18827,meis1b-002,OTTDART00000038444,retained intron,ENSDART00000140215.2,meis1b-202,
ZDB-TSCRIPT-090929-18829,otub1a-002,OTTDART00000038446,retained intron,ENSDART00000144170.3,otub1a-205,
ZDB-TSCRIPT-090929-18830,otub1a-003,OTTDART00000038447,retained intron,ENSDART00000135683.2,otub1a-202,
ZDB-TSCRIPT-090929-18832,otub1a-005,OTTDART00000038449,retained intron,ENSDART00000139393.2,otub1a-203,
ZDB-TSCRIPT-090929-18840,nrxn2a-003,OTTDART00000038457,retained intron,ENSDART00000134196.2,nrxn2a-202,
ZDB-TSCRIPT-090929-18843,slc30a9-002,OTTDART00000038460,NMD,ENSDART00000138897,,
ZDB-TSCRIPT-090929-18850,zdhhc15b-002,OTTDART00000038467,retained intron,ENSDART00000145776.2,zdhhc15b-203,
ZDB-TSCRIPT-090929-18851,zdhhc15b-003,OTTDART00000038468,retained intron,ENSDART00000133200.3,zdhhc15b-202,
ZDB-TSCRIPT-090929-18855,irg1l-002,OTTDART00000038472,retained intron,ENSDART00000142011.2,irg1l-203,
ZDB-TSCRIPT-090929-18859,gria1b-002,OTTDART00000038476,NMD,ENSDART00000134761,,
ZDB-TSCRIPT-090929-18864,rpl23a-003,OTTDART00000038481,retained intron,ENSDART00000134939.3,rpl23a-202,
ZDB-TSCRIPT-090929-18863,rpl23a-002,OTTDART00000038480,,ENSDART00000141001.2,rpl23a-203,
ZDB-TSCRIPT-090929-18870,rars-004,OTTDART00000038487,retained intron,ENSDART00000146329.2,rars-205,
ZDB-TSCRIPT-090929-18886,slc13a5a-003,OTTDART00000038503,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18885,slc13a5a-002,OTTDART00000038502,,ENSDART00000131315.2,slc13a5a-201,
ZDB-TSCRIPT-090929-18889,znf185-002,OTTDART00000038506,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18910,dkc1-002,OTTDART00000038532,NMD,ENSDART00000126190 (1),,
ZDB-TSCRIPT-090929-18920,st14b-002,OTTDART00000038543,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18924,rfc2-002,OTTDART00000038549,retained intron,ENSDART00000022187.9,rfc2-201,
ZDB-TSCRIPT-090929-18929,skp2-002,OTTDART00000038556,NMD,ENSDART00000140520,,
ZDB-TSCRIPT-090929-18930,skp2-003,OTTDART00000038557,NMD,ENSDART00000136904,,
ZDB-TSCRIPT-090929-18932,skp2-005,OTTDART00000038559,,ENSDART00000131624.2,,
ZDB-TSCRIPT-090929-18942,rgs7bpb-002,OTTDART00000038571,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18943,rgs7bpb-003,OTTDART00000038572,,ENSDART00000137349.2,rgs7bpb-202,
ZDB-TSCRIPT-090929-18948,slbp2-002,OTTDART00000038577,retained intron,ENSDART00000137193.3,slbp2-202,
ZDB-TSCRIPT-090929-18949,slbp2-003,OTTDART00000038578,,ENSDART00000142903.2,slbp2-203,
ZDB-TSCRIPT-090929-18960,cpdb-002,OTTDART00000038592,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18964,ids-002,OTTDART00000038596,retained intron,ENSDART00000132499.2,ids-202,
ZDB-TSCRIPT-090929-18965,ndufs8b-001,OTTDART00000038597,variant,ENSDART00000165795,,
ZDB-TSCRIPT-090929-18967,med19a-002,OTTDART00000038599,retained intron,ENSDART00000144754.2,med19a-202,
ZDB-TSCRIPT-090929-18974,scamp1-002,OTTDART00000038606,retained intron,ENSDART00000133980.2,scamp1-202,
ZDB-TSCRIPT-090929-18979,nup98-002,OTTDART00000038611,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18980,nup98-004,OTTDART00000038613,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-18981,nup98-003,OTTDART00000038614,retained intron,ENSDART00000142320.2,nup98-204,
ZDB-TSCRIPT-090929-18985,trim35-40-002,OTTDART00000038618,retained intron,ENSDART00000140360.2,trim35-40-202,
ZDB-TSCRIPT-090929-18987,si:dkey-34l15.1-002,OTTDART00000038621,retained intron,ENSDART00000169880.2,TSTD1-201,
ZDB-TSCRIPT-090929-18996,vegfab-004,OTTDART00000038630,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-19000,btbd10a-004,OTTDART00000038634,NMD,ENSDART00000137604,,
ZDB-TSCRIPT-090929-19011,g6pca.2-002,OTTDART00000038648,retained intron,ENSDART00000134267.3,g6pca.2-202,
ZDB-TSCRIPT-090929-19012,g6pca.2-003,OTTDART00000038649,retained intron,ENSDART00000136631.2,g6pca.2-203,
ZDB-TSCRIPT-090929-19013,g6pca.2-004,OTTDART00000038650,retained intron,ENSDART00000143746.2,g6pca.2-204,
ZDB-TSCRIPT-090929-19014,fam149a-001,OTTDART00000038651,retained intron,ENSDART00000138083.3,fam149a-202,
ZDB-TSCRIPT-090929-19015,fam149a-002,OTTDART00000038652,retained intron,ENSDART00000143763.2,fam149a-203,
ZDB-TSCRIPT-090929-19019,zgc:194246-002,OTTDART00000038669,retained intron,ENSDART00000147380.2,zgc:194246-202,
ZDB-TSCRIPT-090929-19031,cnot1-003,OTTDART00000038681,retained intron,ENSDART00000144339.2,cnot1-203,
ZDB-TSCRIPT-090929-19032,cnot1-004,OTTDART00000038682,retained intron,ENSDART00000148321.2,cnot1-204,
ZDB-TSCRIPT-090929-19036,pttg1-002,OTTDART00000038686,retained intron,ENSDART00000136038.3,pttg1-202,
ZDB-TSCRIPT-090929-19189,pttg1-003,OTTDART00000038854,,ENSDART00000142051.3,pttg1-203,
ZDB-TSCRIPT-090929-19046,rnaseh2c-002,OTTDART00000038696,retained intron,ENSDART00000135512.3,rnaseh2c-201,
ZDB-TSCRIPT-090929-19047,rnaseh2c-003,OTTDART00000038697,NMD,ENSDART00000143188,,
ZDB-TSCRIPT-090929-19060,gpia-002,OTTDART00000038710,retained intron,ENSDART00000146242.2,gpia-203,
ZDB-TSCRIPT-090929-19061,gpia-003,OTTDART00000038711,retained intron,ENSDART00000143249.2,gpia-202,
ZDB-TSCRIPT-090929-19072,kif15-004,OTTDART00000038722,retained intron,ENSDART00000145165.2,kif15-204,
ZDB-TSCRIPT-090929-19071,kif15-003,OTTDART00000038721,,ENSDART00000127909.3,kif15-203,
ZDB-TSCRIPT-090929-19076,bbs4-002,OTTDART00000038726,retained intron,ENSDART00000139517.2,bbs4-203,
ZDB-TSCRIPT-090929-19077,bbs4-003,OTTDART00000038727,NMD,ENSDART00000092919,,
ZDB-TSCRIPT-090929-19084,ldhbb-004,OTTDART00000038734,retained intron,ENSDART00000140133.2,ldhbb-204,
ZDB-TSCRIPT-090929-19089,chchd3b-002,OTTDART00000038739,retained intron,ENSDART00000143824.2,chchd3b-202,
ZDB-TSCRIPT-090929-19091,gnb5a-002,OTTDART00000038741,retained intron,ENSDART00000161627.2,gnb5a-201,
ZDB-TSCRIPT-090929-19105,zgc:101783-005,OTTDART00000038755,retained intron,ENSDART00000146689.2,zgc:101783-206,
ZDB-TSCRIPT-090929-19120,commd4-003,OTTDART00000038770,retained intron,ENSDART00000088950.7,commd4-201,
ZDB-TSCRIPT-090929-19119,commd4-002,OTTDART00000038769,,ENSDART00000140643.2,commd4-203,
ZDB-TSCRIPT-090929-19128,zgc:153935-005,OTTDART00000038778,NMD,ENSDART00000142962,,
ZDB-TSCRIPT-090929-19134,agbl2-002,OTTDART00000038784,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-19148,adat1-002,OTTDART00000038798,retained intron,ENSDART00000133483.2,adat1-202,
ZDB-TSCRIPT-090929-19157,faap24-002,OTTDART00000038807,retained intron,ENSDART00000146137.2,faap24-202,
ZDB-TSCRIPT-090929-19160,ap3s2-002,OTTDART00000038810,retained intron,ENSDART00000133297.2,ap3s2-203,
ZDB-TSCRIPT-090929-19170,cdk10-002,OTTDART00000038834,retained intron,ENSDART00000127772.3,cdk10-202,
ZDB-TSCRIPT-090929-19171,cdk10-003,OTTDART00000038835,retained intron,ENSDART00000137839.2,cdk10-203,
ZDB-TSCRIPT-090929-19178,rnf44-003,OTTDART00000038843,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-19176,rnf44-001,OTTDART00000038841,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-19179,rnf44-004,OTTDART00000038844,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-19036,pttg1-002,OTTDART00000038686,,ENSDART00000136038.3,pttg1-202,
ZDB-TSCRIPT-090929-19189,pttg1-003,OTTDART00000038854,retained intron,ENSDART00000142051.3,pttg1-203,
ZDB-TSCRIPT-090929-19194,sept8b-002,OTTDART00000038859,NMD,ENSDART00000144441,,
ZDB-TSCRIPT-090929-19199,chia.4-002,OTTDART00000038864,retained intron,ENSDART00000132780.2,chia.4-202,
ZDB-TSCRIPT-090929-19201,etfdh-002,OTTDART00000038866,retained intron,ENSDART00000136870.2,etfdh-202,
ZDB-TSCRIPT-090929-19214,nucks1b-002,OTTDART00000038879,retained intron,ENSDART00000124821.3,nucks1b-202,
ZDB-TSCRIPT-090929-19216,pm20d1.2-002,OTTDART00000038881,retained intron,ENSDART00000131911.2,pm20d1.2-202,
ZDB-TSCRIPT-090929-19222,zgc:103759-003,OTTDART00000038887,,ENSDART00000016765.7,zgc:103759-201,
