aliasid,clonealias,cloneid
FR839,FR839,ZDB-CDNA-040425-3773
FR824,FR824,ZDB-CDNA-040425-1221
FR907,FR907,ZDB-CDNA-040425-3762
FR912,FR912,ZDB-CDNA-040425-1667
FR923,FR923,ZDB-CDNA-040425-1670
FR847,FR847,ZDB-CDNA-040425-1349
FR908,FR908,ZDB-CDNA-040425-3753
FR897,FR897,ZDB-CDNA-040425-1677
FR896,FR896,ZDB-CDNA-040425-1681
FR893,FR893,ZDB-CDNA-040425-1684
FR902,FR902,ZDB-CDNA-040425-1685
FR915,FR915,ZDB-CDNA-040425-1546
FR946,FR946,ZDB-CDNA-040425-1135
FR4456,FR4456,ZDB-CDNA-040425-1697
FR944,FR944,ZDB-CDNA-040425-1500
FR933,FR933,ZDB-CDNA-040425-1177
FR4478,FR4478,ZDB-CDNA-040425-3726
FR4474,FR4474,ZDB-CDNA-040425-3724
FR4463,FR4463,ZDB-CDNA-040425-1708
FR4442,FR4442,ZDB-CDNA-040425-1712
FR4467,FR4467,ZDB-CDNA-040425-2989
FR4453,FR4453,ZDB-CDNA-040425-1105
FR4432,FR4432,ZDB-CDNA-040425-1715
FR4446,FR4446,ZDB-CDNA-040425-3815
FR4437,FR4437,ZDB-CDNA-040425-1718
FR4515,FR4515,ZDB-CDNA-040425-3804
FR4549,FR4549,ZDB-CDNA-040425-1724
FR4547,FR4547,ZDB-CDNA-040425-1726
FR4548,FR4548,ZDB-CDNA-040425-1727
FR4530,FR4530,ZDB-CDNA-040425-1729
FR4545,FR4545,ZDB-CDNA-040425-1377
FR4498,FR4498,ZDB-CDNA-040425-1732
FR4508,FR4508,ZDB-CDNA-040425-3787
FR4518,FR4518,ZDB-CDNA-040425-1736
FR4544,FR4544,ZDB-CDNA-040425-1742
FR4491,FR4491,ZDB-CDNA-040425-2980
FR4543,FR4543,ZDB-CDNA-040425-1748
FR4489,FR4489,ZDB-CDNA-040425-2976
FR4541,FR4541,ZDB-CDNA-040425-1564
FR4629,FR4629,ZDB-CDNA-040425-1754
FR4633,FR4633,ZDB-CDNA-040425-2970
FR4483,FR4483,ZDB-CDNA-040425-1445
FR4502,FR4502,ZDB-CDNA-040425-2969
FR4616,FR4616,ZDB-CDNA-040425-1233
FR4614,FR4614,ZDB-CDNA-040425-1767
FR4622,FR4622,ZDB-CDNA-040425-1769
FR4634,FR4634,ZDB-CDNA-040425-1205
FR4566,FR4566,ZDB-CDNA-040425-2964
FR4637,FR4637,ZDB-CDNA-040425-1777
FR4607,FR4607,ZDB-CDNA-040425-1778
FR4598,FR4598,ZDB-CDNA-040425-2960
FR4604,FR4604,ZDB-CDNA-040425-2959
FR4625,FR4625,ZDB-CDNA-040425-1781
FR4557,FR4557,ZDB-CDNA-040425-1782
FR4602,FR4602,ZDB-CDNA-040425-1784
FR4570,FR4570,ZDB-CDNA-040425-1111
FR4601,FR4601,ZDB-CDNA-040425-1101
FR4605,FR4605,ZDB-CDNA-040425-1786
FR4572,FR4572,ZDB-CDNA-040425-1787
FR4666,FR4666,ZDB-CDNA-040425-1406
FR4708,FR4708,ZDB-CDNA-040425-1389
FR4688,FR4688,ZDB-CDNA-040425-1791
FR4676,FR4676,ZDB-CDNA-040425-1792
FR4686,FR4686,ZDB-CDNA-040425-2949
FR4674,FR4674,ZDB-CDNA-040425-1322
FR4685,FR4685,ZDB-CDNA-040425-1793
FR4675,FR4675,ZDB-CDNA-040425-1794
FR4703,FR4703,ZDB-CDNA-040425-1795
FR4683,FR4683,ZDB-CDNA-040425-1796
FR4673,FR4673,ZDB-CDNA-040425-2945
FR4668,FR4668,ZDB-CDNA-040425-1797
FR4670,FR4670,ZDB-CDNA-040425-1798
FR4661,FR4661,ZDB-CDNA-040425-1493
FR4682,FR4682,ZDB-CDNA-040425-1517
FR4694,FR4694,ZDB-CDNA-040425-1509
FR4681,FR4681,ZDB-CDNA-040425-1799
FR4695,FR4695,ZDB-CDNA-040425-1323
FR4698,FR4698,ZDB-CDNA-040425-1800
FR4651,FR4651,ZDB-CDNA-040425-2940
FR4647,FR4647,ZDB-CDNA-040425-2938
FR4649,FR4649,ZDB-CDNA-040425-1805
FR4646,FR4646,ZDB-CDNA-040425-1806
FR4657,FR4657,ZDB-CDNA-040425-1808
FR4639,FR4639,ZDB-CDNA-040425-1809
FR4696,FR4696,ZDB-CDNA-040425-1811
FR4638,FR4638,ZDB-CDNA-040425-1812
FR4640,FR4640,ZDB-CDNA-040425-2900
FR4642,FR4642,ZDB-CDNA-040425-1229
FR4788,FR4788,ZDB-CDNA-040425-1816
FR4789,FR4789,ZDB-CDNA-040425-1818
FR4774,FR4774,ZDB-CDNA-040425-1820
FR4795,FR4795,ZDB-CDNA-040425-1386
FR4750,FR4750,ZDB-CDNA-040425-1821
FR4765,FR4765,ZDB-CDNA-040425-1246
FR4766,FR4766,ZDB-CDNA-040425-1824
FR4776,FR4776,ZDB-CDNA-040425-2895
FR4775,FR4775,ZDB-CDNA-040425-2894
FR4770,FR4770,ZDB-CDNA-040425-1827
FR4768,FR4768,ZDB-CDNA-040425-2892
FR4767,FR4767,ZDB-CDNA-040425-1828
FR4771,FR4771,ZDB-CDNA-040425-2891
FR4773,FR4773,ZDB-CDNA-040425-1832
FR4749,FR4749,ZDB-CDNA-040425-1833
FR4758,FR4758,ZDB-CDNA-040425-1560
FR4791,FR4791,ZDB-CDNA-040425-2890
FR4787,FR4787,ZDB-CDNA-040425-1836
FR4796,FR4796,ZDB-CDNA-040425-1838
FR4714,FR4714,ZDB-CDNA-040425-1839
FR4754,FR4754,ZDB-CDNA-040425-1840
FR4760,FR4760,ZDB-CDNA-040425-999
FR4712,FR4712,ZDB-CDNA-040425-1843
FR4786,FR4786,ZDB-CDNA-040425-2886
FR4755,FR4755,ZDB-CDNA-040425-2885
FR4733,FR4733,ZDB-CDNA-040425-2884
FR4716,FR4716,ZDB-CDNA-040425-1844
FR4715,FR4715,ZDB-CDNA-040425-1479
FR4756,FR4756,ZDB-CDNA-040425-1845
FR4739,FR4739,ZDB-CDNA-040425-1846
FR4740,FR4740,ZDB-CDNA-040425-1016
FR4781,FR4781,ZDB-CDNA-040425-1847
FR4744,FR4744,ZDB-CDNA-040425-1849
FR4745,FR4745,ZDB-CDNA-040425-1851
FR4728,FR4728,ZDB-CDNA-040425-2881
FR4738,FR4738,ZDB-CDNA-040425-1444
FR4783,FR4783,ZDB-CDNA-040425-1852
FR4785,FR4785,ZDB-CDNA-040425-1853
FR4729,FR4729,ZDB-CDNA-040425-1249
FR4731,FR4731,ZDB-CDNA-040425-2880
FR4737,FR4737,ZDB-CDNA-040425-1004
FR4736,FR4736,ZDB-CDNA-040425-1855
FR4735,FR4735,ZDB-CDNA-040425-1857
FR4727,FR4727,ZDB-CDNA-040425-1859
FR4718,FR4718,ZDB-CDNA-040425-1860
FR4732,FR4732,ZDB-CDNA-040425-1861
FR4817,FR4817,ZDB-CDNA-040425-2864
FR4805,FR4805,ZDB-CDNA-040425-3663
FR4821,FR4821,ZDB-CDNA-040425-3661
FR4798,FR4798,ZDB-CDNA-040425-1506
FR5027,FR5027,ZDB-CDNA-040425-1948
FR5029,FR5029,ZDB-CDNA-040425-1950
FR5032,FR5032,ZDB-CDNA-040425-3621
FR5028,FR5028,ZDB-CDNA-040425-1955
FR5005,FR5005,ZDB-CDNA-040425-1003
FR5024,FR5024,ZDB-CDNA-040425-3063
FR5009,FR5009,ZDB-CDNA-040425-3062
FR4989,FR4989,ZDB-CDNA-040425-1964
FR5014,FR5014,ZDB-CDNA-040425-1969
FR5019,FR5019,ZDB-CDNA-040425-1970
FR5004,FR5004,ZDB-CDNA-040425-1986
FR5061,FR5061,ZDB-CDNA-040425-1988
FR5071,FR5071,ZDB-CDNA-040425-1989
FR5002,FR5002,ZDB-CDNA-040425-1994
FR5097,FR5097,ZDB-CDNA-040425-1999
FR5062,FR5062,ZDB-CDNA-040425-2002
FR5074,FR5074,ZDB-CDNA-040425-3707
FR5098,FR5098,ZDB-CDNA-040425-2004
FR5100,FR5100,ZDB-CDNA-040425-2006
FR5105,FR5105,ZDB-CDNA-040425-2010
FR5091,FR5091,ZDB-CDNA-040425-3704
FR5076,FR5076,ZDB-CDNA-040425-2013
FR5075,FR5075,ZDB-CDNA-040425-3699
FR5086,FR5086,ZDB-CDNA-040425-3697
FR5080,FR5080,ZDB-CDNA-040425-2016
FR5065,FR5065,ZDB-CDNA-040425-998
FR5059,FR5059,ZDB-CDNA-040425-3688
FR5058,FR5058,ZDB-CDNA-040425-1481
FR5056,FR5056,ZDB-CDNA-040425-2023
FR5085,FR5085,ZDB-CDNA-040425-2027
FR5037,FR5037,ZDB-CDNA-040425-2028
FR5049,FR5049,ZDB-CDNA-040425-2029
FR5079,FR5079,ZDB-CDNA-040425-1524
FR5078,FR5078,ZDB-CDNA-040425-1331
FR5052,FR5052,ZDB-CDNA-040425-3686
FR5067,FR5067,ZDB-CDNA-040425-2031
FR5057,FR5057,ZDB-CDNA-040425-3685
FR5054,FR5054,ZDB-CDNA-040425-3684
FR5046,FR5046,ZDB-CDNA-040425-1017
FR5044,FR5044,ZDB-CDNA-040425-2034
FR5120,FR5120,ZDB-CDNA-040425-2038
FR5140,FR5140,ZDB-CDNA-040425-2041
FR5114,FR5114,ZDB-CDNA-040425-2044
FR5109,FR5109,ZDB-CDNA-040425-1053
FR5142,FR5142,ZDB-CDNA-040425-3049
FR5128,FR5128,ZDB-CDNA-040425-1165
FR5111,FR5111,ZDB-CDNA-040425-2052
FR5125,FR5125,ZDB-CDNA-040425-1333
FR5173,FR5173,ZDB-CDNA-040425-2057
FR5177,FR5177,ZDB-CDNA-040425-3898
FR5176,FR5176,ZDB-CDNA-040425-2058
FR5167,FR5167,ZDB-CDNA-040425-2063
FR5152,FR5152,ZDB-CDNA-040425-3837
FR5172,FR5172,ZDB-CDNA-040425-3853
FR5241,FR5241,ZDB-CDNA-040425-1118
FR5208,FR5208,ZDB-CDNA-040425-2074
FR5215,FR5215,ZDB-CDNA-040425-2081
FR5249,FR5249,ZDB-CDNA-040425-2082
FR5186,FR5186,ZDB-CDNA-040425-1590
FR5250,FR5250,ZDB-CDNA-040425-2085
FR5281,FR5281,ZDB-CDNA-040425-1172
FR5274,FR5274,ZDB-CDNA-040425-2087
FR5272,FR5272,ZDB-CDNA-040425-2105
FR5270,FR5270,ZDB-CDNA-040425-2106
FR5271,FR5271,ZDB-CDNA-040425-1099
FR5267,FR5267,ZDB-CDNA-040425-2108
FR5291,FR5291,ZDB-CDNA-040425-1597
FR5261,FR5261,ZDB-CDNA-040425-2122
FR5278,FR5278,ZDB-CDNA-040425-3651
FR5266,FR5266,ZDB-CDNA-040425-2128
FR5268,FR5268,ZDB-CDNA-040425-2129
FR5269,FR5269,ZDB-CDNA-040425-2132
FR5256,FR5256,ZDB-CDNA-040425-2136
FR5260,FR5260,ZDB-CDNA-040425-2140
FR5285,FR5285,ZDB-CDNA-040425-3622
FR5284,FR5284,ZDB-CDNA-040425-2148
FR5068,FR5068,ZDB-CDNA-040425-3689
FR5175,FR5175,ZDB-CDNA-040425-2177
FR5165,FR5165,ZDB-CDNA-040425-1393
FR5163,FR5163,ZDB-CDNA-040425-1070
FR5162,FR5162,ZDB-CDNA-040425-1347
FR5153,FR5153,ZDB-CDNA-040425-3841
FR5148,FR5148,ZDB-CDNA-040425-1299
FR5146,FR5146,ZDB-CDNA-040425-3850
FR5157,FR5157,ZDB-CDNA-040425-1434
FR5225,FR5225,ZDB-CDNA-040425-2181
FR5244,FR5244,ZDB-CDNA-040425-2182
FR5245,FR5245,ZDB-CDNA-040425-2183
FR5246,FR5246,ZDB-CDNA-040425-1449
FR5226,FR5226,ZDB-CDNA-040425-3824
FR5222,FR5222,ZDB-CDNA-040425-1462
FR5229,FR5229,ZDB-CDNA-040425-1158
FR5230,FR5230,ZDB-CDNA-040425-2185
FR5247,FR5247,ZDB-CDNA-040425-3832
FR5251,FR5251,ZDB-CDNA-040425-2186
FR5252,FR5252,ZDB-CDNA-040425-1115
FR5235,FR5235,ZDB-CDNA-040425-3771
FR5211,FR5211,ZDB-CDNA-040425-2192
FR5210,FR5210,ZDB-CDNA-040425-1206
FR5207,FR5207,ZDB-CDNA-040425-1523
FR5191,FR5191,ZDB-CDNA-040425-2193
FR5196,FR5196,ZDB-CDNA-040425-1197
FR5197,FR5197,ZDB-CDNA-040425-3748
FR5200,FR5200,ZDB-CDNA-040425-1008
FR5238,FR5238,ZDB-CDNA-040425-2198
FR5206,FR5206,ZDB-CDNA-040425-1570
FR5190,FR5190,ZDB-CDNA-040425-3743
FR5204,FR5204,ZDB-CDNA-040425-3735
FR5198,FR5198,ZDB-CDNA-040425-2200
FR5295,FR5295,ZDB-CDNA-040425-3813
FR5280,FR5280,ZDB-CDNA-040425-1021
FR5275,FR5275,ZDB-CDNA-040425-1087
FR5367,FR5367,ZDB-CDNA-040425-2503
FR5366,FR5366,ZDB-CDNA-040425-2570
FR557,FR557,ZDB-CDNA-040425-3889
FR554,FR554,ZDB-CDNA-040425-2581
FR543,FR543,ZDB-CDNA-040425-2582
FR561,FR561,ZDB-CDNA-040425-1399
FR5325,FR5325,ZDB-CDNA-040425-1292
FR5300,FR5300,ZDB-CDNA-040425-1133
FR5319,FR5319,ZDB-CDNA-040425-1487
FR5355,FR5355,ZDB-CDNA-040425-2934
FR5344,FR5344,ZDB-CDNA-040425-2701
FR5337,FR5337,ZDB-CDNA-040425-1238
FR5339,FR5339,ZDB-CDNA-040425-2704
FR5305,FR5305,ZDB-CDNA-040425-2706
FR5333,FR5333,ZDB-CDNA-040425-1337
FR5066,FR5066,ZDB-CDNA-040425-3693
FR4564,FR4564,ZDB-CDNA-040425-1772
FR4569,FR4569,ZDB-CDNA-040425-1184
FR5035,FR5035,ZDB-CDNA-040425-3056
FR4610,FR4610,ZDB-CDNA-040425-1129
FR5090,FR5090,ZDB-CDNA-040425-1123
FR5040,FR5040,ZDB-CDNA-040425-981
FR5096,FR5096,ZDB-CDNA-040425-1510
FR5018,FR5018,ZDB-CDNA-040425-1068
FR4757,FR4757,ZDB-CDNA-040425-1146
FR5318,FR5318,ZDB-CDNA-040425-1243
FR4759,FR4759,ZDB-CDNA-040425-1112
FR4655,FR4655,ZDB-CDNA-040425-1137
FR5010,FR5010,ZDB-CDNA-040425-1120
FR5082,FR5082,ZDB-CDNA-040425-2855
FR928,FR928,ZDB-CDNA-040425-586
FR4554,FR4554,ZDB-CDNA-040425-2857
FR2634,FR2634,ZDB-EST-050208-377
FR1719,FR1719,ZDB-EST-050208-144
FR1323,FR1323,ZDB-EST-050208-38
FR2720,FR2720,ZDB-EST-050208-440
FR2610,FR2610,ZDB-EST-050208-365
FR2513,FR2513,ZDB-EST-050208-295
FR1865,FR1865,ZDB-EST-050208-182
FR2422,FR2422,ZDB-EST-050208-237
FR1594,FR1594,ZDB-EST-050208-96
FR1393,FR1393,ZDB-EST-050208-50
FR1987,FR1987,ZDB-EST-050208-225
FR1502,FR1502,ZDB-EST-050208-70
FR2594,FR2594,ZDB-EST-050208-356
FR1714,FR1714,ZDB-EST-050208-142
FR1771,FR1771,ZDB-EST-050208-158
FR1684,FR1684,ZDB-EST-050208-133
FR1248,FR1248,ZDB-EST-050208-16
FR1668,FR1668,ZDB-EST-050208-126
FR1741,FR1741,ZDB-EST-050208-152
FR2573,FR2573,ZDB-EST-050208-343
FR1817,FR1817,ZDB-EST-050208-172
FR1590,FR1590,ZDB-EST-050208-95
FR1711,FR1711,ZDB-EST-050208-141
FR2596,FR2596,ZDB-EST-050208-358
FR1903,FR1903,ZDB-EST-050208-195
FR2577,FR2577,ZDB-EST-050208-345
FR1647,FR1647,ZDB-EST-050208-115
FR1672,FR1672,ZDB-EST-050208-128
FR1658,FR1658,ZDB-EST-050208-122
FR2666,FR2666,ZDB-EST-050208-403
FR1664,FR1664,ZDB-EST-050208-125
FR1252,FR1252,ZDB-EST-050208-18
FR2484,FR2484,ZDB-EST-050208-282
FR2729,FR2729,ZDB-EST-050208-445
FR1135,FR1135,ZDB-EST-050208-7
FR1266,FR1266,ZDB-EST-050208-21
FR1363,FR1363,ZDB-EST-050208-44
FR2689,FR2689,ZDB-EST-050208-424
FR1253,FR1253,ZDB-EST-050208-19
FR1787,FR1787,ZDB-EST-050208-161
FR1188,FR1188,ZDB-EST-050208-13
FR1030,FR1030,ZDB-EST-050208-3
FR1031,FR1031,ZDB-EST-050208-4
FR1083,FR1083,ZDB-EST-050208-5
FR1139,FR1139,ZDB-EST-050208-8
FR1144,FR1144,ZDB-EST-050208-9
FR1177,FR1177,ZDB-EST-050208-10
FR1809,FR1809,ZDB-EST-050208-168
FR1810,FR1810,ZDB-EST-050208-169
FR1812,FR1812,ZDB-EST-050208-170
FR1814,FR1814,ZDB-EST-050208-171
FR1819,FR1819,ZDB-EST-050208-173
FR1203,FR1203,ZDB-EST-050208-14
FR1826,FR1826,ZDB-EST-050208-174
FR1827,FR1827,ZDB-EST-050208-175
FR1837,FR1837,ZDB-EST-050208-176
FR1842,FR1842,ZDB-EST-050208-177
FR1845,FR1845,ZDB-EST-050208-178
FR1850,FR1850,ZDB-EST-050208-179
FR1852,FR1852,ZDB-EST-050208-180
FR1247,FR1247,ZDB-EST-050208-15
FR1250,FR1250,ZDB-EST-050208-17
FR1271,FR1271,ZDB-EST-050208-22
FR1864,FR1864,ZDB-EST-050208-181
FR1282,FR1282,ZDB-EST-050208-23
FR1284,FR1284,ZDB-EST-050208-24
FR1286,FR1286,ZDB-EST-050208-25
FR1874,FR1874,ZDB-EST-050208-183
FR1875,FR1875,ZDB-EST-050208-184
FR1288,FR1288,ZDB-EST-050208-26
FR1877,FR1877,ZDB-EST-050208-185
FR1878,FR1878,ZDB-EST-050208-186
FR1880,FR1880,ZDB-EST-050208-187
FR1294,FR1294,ZDB-EST-050208-27
FR1882,FR1882,ZDB-EST-050208-188
FR1297,FR1297,ZDB-EST-050208-28
FR1298,FR1298,ZDB-EST-050208-29
FR1299,FR1299,ZDB-EST-050208-30
FR1305,FR1305,ZDB-EST-050208-34
FR1309,FR1309,ZDB-EST-050208-35
FR1886,FR1886,ZDB-EST-050208-189
FR1891,FR1891,ZDB-EST-050208-190
FR1316,FR1316,ZDB-EST-050208-36
FR1895,FR1895,ZDB-EST-050208-191
FR1317,FR1317,ZDB-EST-050208-37
FR1899,FR1899,ZDB-EST-050208-192
FR1900,FR1900,ZDB-EST-050208-193
FR1901,FR1901,ZDB-EST-050208-194
FR1904,FR1904,ZDB-EST-050208-196
FR1906,FR1906,ZDB-EST-050208-197
FR1913,FR1913,ZDB-EST-050208-198
FR1339,FR1339,ZDB-EST-050208-40
FR1346,FR1346,ZDB-EST-050208-41
FR1919,FR1919,ZDB-EST-050208-199
FR1921,FR1921,ZDB-EST-050208-200
FR1925,FR1925,ZDB-EST-050208-202
FR1928,FR1928,ZDB-EST-050208-204
FR1360,FR1360,ZDB-EST-050208-43
FR1929,FR1929,ZDB-EST-050208-205
FR1936,FR1936,ZDB-EST-050208-206
FR1374,FR1374,ZDB-EST-050208-46
FR1937,FR1937,ZDB-EST-050208-207
FR1938,FR1938,ZDB-EST-050208-208
FR1940,FR1940,ZDB-EST-050208-209
FR1389,FR1389,ZDB-EST-050208-48
FR1941,FR1941,ZDB-EST-050208-210
FR1391,FR1391,ZDB-EST-050208-49
FR1942,FR1942,ZDB-EST-050208-211
FR1396,FR1396,ZDB-EST-050208-51
FR1401,FR1401,ZDB-EST-050208-52
FR1954,FR1954,ZDB-EST-050208-212
FR1956,FR1956,ZDB-EST-050208-213
FR1411,FR1411,ZDB-EST-050208-54
FR1413,FR1413,ZDB-EST-050208-55
FR1957,FR1957,ZDB-EST-050208-214
FR1960,FR1960,ZDB-EST-050208-215
FR1444,FR1444,ZDB-EST-050208-60
FR1450,FR1450,ZDB-EST-050208-63
FR1962,FR1962,ZDB-EST-050208-216
FR1463,FR1463,ZDB-EST-050208-65
FR1963,FR1963,ZDB-EST-050208-217
FR1964,FR1964,ZDB-EST-050208-218
FR1965,FR1965,ZDB-EST-050208-219
FR1473,FR1473,ZDB-EST-050208-66
FR1475,FR1475,ZDB-EST-050208-67
FR1477,FR1477,ZDB-EST-050208-68
FR1967,FR1967,ZDB-EST-050208-220
FR1974,FR1974,ZDB-EST-050208-221
FR1975,FR1975,ZDB-EST-050208-222
FR1509,FR1509,ZDB-EST-050208-69
FR1976,FR1976,ZDB-EST-050208-223
FR1506,FR1506,ZDB-EST-050208-72
FR1520,FR1520,ZDB-EST-050208-76
FR1521,FR1521,ZDB-EST-050208-77
FR1985,FR1985,ZDB-EST-050208-224
FR1522,FR1522,ZDB-EST-050208-78
FR1988,FR1988,ZDB-EST-050208-226
FR1532,FR1532,ZDB-EST-050208-82
FR1537,FR1537,ZDB-EST-050208-84
FR1538,FR1538,ZDB-EST-050208-85
FR1556,FR1556,ZDB-EST-050208-88
FR1562,FR1562,ZDB-EST-050208-91
FR1571,FR1571,ZDB-EST-050208-92
FR1578,FR1578,ZDB-EST-050208-93
FR1580,FR1580,ZDB-EST-050208-94
FR1596,FR1596,ZDB-EST-050208-97
FR1599,FR1599,ZDB-EST-050208-98
FR1605,FR1605,ZDB-EST-050208-99
FR1609,FR1609,ZDB-EST-050208-100
FR1623,FR1623,ZDB-EST-050208-103
FR1626,FR1626,ZDB-EST-050208-105
FR1627,FR1627,ZDB-EST-050208-106
FR1629,FR1629,ZDB-EST-050208-107
FR1631,FR1631,ZDB-EST-050208-108
FR1639,FR1639,ZDB-EST-050208-110
FR1642,FR1642,ZDB-EST-050208-111
FR1643,FR1643,ZDB-EST-050208-112
FR1649,FR1649,ZDB-EST-050208-117
FR1661,FR1661,ZDB-EST-050208-123
FR1662,FR1662,ZDB-EST-050208-124
FR1669,FR1669,ZDB-EST-050208-127
FR1676,FR1676,ZDB-EST-050208-129
FR1680,FR1680,ZDB-EST-050208-130
FR1681,FR1681,ZDB-EST-050208-131
FR1683,FR1683,ZDB-EST-050208-132
FR1685,FR1685,ZDB-EST-050208-134
FR1687,FR1687,ZDB-EST-050208-135
FR1697,FR1697,ZDB-EST-050208-138
FR1705,FR1705,ZDB-EST-050208-140
FR1718,FR1718,ZDB-EST-050208-143
FR1721,FR1721,ZDB-EST-050208-145
FR1725,FR1725,ZDB-EST-050208-147
FR1727,FR1727,ZDB-EST-050208-148
FR1731,FR1731,ZDB-EST-050208-149
FR1755,FR1755,ZDB-EST-050208-154
FR1759,FR1759,ZDB-EST-050208-155
FR1760,FR1760,ZDB-EST-050208-156
FR1763,FR1763,ZDB-EST-050208-157
FR1775,FR1775,ZDB-EST-050208-159
FR1789,FR1789,ZDB-EST-050208-162
FR1796,FR1796,ZDB-EST-050208-164
FR1799,FR1799,ZDB-EST-050208-165
FR1800,FR1800,ZDB-EST-050208-166
FR1803,FR1803,ZDB-EST-050208-167
FR1999,FR1999,ZDB-EST-050208-227
FR2401,FR2401,ZDB-EST-050208-228
FR2404,FR2404,ZDB-EST-050208-229
FR2413,FR2413,ZDB-EST-050208-234
FR2406,FR2406,ZDB-EST-050208-230
FR2407,FR2407,ZDB-EST-050208-231
FR2410,FR2410,ZDB-EST-050208-233
FR2424,FR2424,ZDB-EST-050208-239
FR2425,FR2425,ZDB-EST-050208-240
FR2426,FR2426,ZDB-EST-050208-241
FR2427,FR2427,ZDB-EST-050208-242
FR2428,FR2428,ZDB-EST-050208-243
FR2430,FR2430,ZDB-EST-050208-244
FR2432,FR2432,ZDB-EST-050208-245
FR2433,FR2433,ZDB-EST-050208-246
FR2423,FR2423,ZDB-EST-050208-238
FR2435,FR2435,ZDB-EST-050208-247
FR2436,FR2436,ZDB-EST-050208-248
FR2437,FR2437,ZDB-EST-050208-249
FR2438,FR2438,ZDB-EST-050208-250
FR2439,FR2439,ZDB-EST-050208-251
FR2440,FR2440,ZDB-EST-050208-252
FR2441,FR2441,ZDB-EST-050208-253
FR2442,FR2442,ZDB-EST-050208-254
FR2443,FR2443,ZDB-EST-050208-255
FR2444,FR2444,ZDB-EST-050208-256
FR2445,FR2445,ZDB-EST-050208-257
FR2446,FR2446,ZDB-EST-050208-258
FR2447,FR2447,ZDB-EST-050208-259
FR2449,FR2449,ZDB-EST-050208-260
FR2450,FR2450,ZDB-EST-050208-261
FR2451,FR2451,ZDB-EST-050208-262
FR2452,FR2452,ZDB-EST-050208-263
FR2453,FR2453,ZDB-EST-050208-264
FR2454,FR2454,ZDB-EST-050208-265
FR2457,FR2457,ZDB-EST-050208-266
FR2458,FR2458,ZDB-EST-050208-267
FR2519,FR2519,ZDB-EST-050208-300
FR2520,FR2520,ZDB-EST-050208-301
FR2521,FR2521,ZDB-EST-050208-302
FR2522,FR2522,ZDB-EST-050208-303
FR2523,FR2523,ZDB-EST-050208-304
FR2524,FR2524,ZDB-EST-050208-305
FR2525,FR2525,ZDB-EST-050208-306
FR2527,FR2527,ZDB-EST-050208-307
FR2530,FR2530,ZDB-EST-050208-308
FR2531,FR2531,ZDB-EST-050208-309
FR2532,FR2532,ZDB-EST-050208-310
FR2533,FR2533,ZDB-EST-050208-311
FR2535,FR2535,ZDB-EST-050208-312
FR2536,FR2536,ZDB-EST-050208-313
FR2537,FR2537,ZDB-EST-050208-314
FR2540,FR2540,ZDB-EST-050208-316
FR2541,FR2541,ZDB-EST-050208-317
FR2542,FR2542,ZDB-EST-050208-318
FR2544,FR2544,ZDB-EST-050208-319
FR2546,FR2546,ZDB-EST-050208-321
FR2547,FR2547,ZDB-EST-050208-322
FR2548,FR2548,ZDB-EST-050208-323
FR2549,FR2549,ZDB-EST-050208-324
FR2550,FR2550,ZDB-EST-050208-325
FR2551,FR2551,ZDB-EST-050208-326
FR2552,FR2552,ZDB-EST-050208-327
FR2555,FR2555,ZDB-EST-050208-328
FR2556,FR2556,ZDB-EST-050208-329
FR2557,FR2557,ZDB-EST-050208-330
FR2558,FR2558,ZDB-EST-050208-331
FR2559,FR2559,ZDB-EST-050208-332
FR2560,FR2560,ZDB-EST-050208-333
FR2561,FR2561,ZDB-EST-050208-334
FR2562,FR2562,ZDB-EST-050208-335
FR2564,FR2564,ZDB-EST-050208-336
FR2565,FR2565,ZDB-EST-050208-337
FR2566,FR2566,ZDB-EST-050208-338
FR2567,FR2567,ZDB-EST-050208-339
FR2568,FR2568,ZDB-EST-050208-340
FR2571,FR2571,ZDB-EST-050208-341
FR2572,FR2572,ZDB-EST-050208-342
FR2463,FR2463,ZDB-EST-050208-269
FR2465,FR2465,ZDB-EST-050208-271
FR2639,FR2639,ZDB-EST-050208-380
FR2640,FR2640,ZDB-EST-050208-381
FR2641,FR2641,ZDB-EST-050208-382
FR2642,FR2642,ZDB-EST-050208-383
FR2468,FR2468,ZDB-EST-050208-272
FR2643,FR2643,ZDB-EST-050208-384
FR2472,FR2472,ZDB-EST-050208-275
FR2644,FR2644,ZDB-EST-050208-385
FR2474,FR2474,ZDB-EST-050208-276
FR2475,FR2475,ZDB-EST-050208-277
FR2477,FR2477,ZDB-EST-050208-278
FR2645,FR2645,ZDB-EST-050208-386
FR2646,FR2646,ZDB-EST-050208-387
FR2483,FR2483,ZDB-EST-050208-281
FR2486,FR2486,ZDB-EST-050208-283
FR2647,FR2647,ZDB-EST-050208-388
FR2489,FR2489,ZDB-EST-050208-284
FR2494,FR2494,ZDB-EST-050208-286
FR2509,FR2509,ZDB-EST-050208-292
FR2650,FR2650,ZDB-EST-050208-390
FR2512,FR2512,ZDB-EST-050208-294
FR2517,FR2517,ZDB-EST-050208-298
FR2651,FR2651,ZDB-EST-050208-391
FR2576,FR2576,ZDB-EST-050208-344
FR2652,FR2652,ZDB-EST-050208-392
FR2653,FR2653,ZDB-EST-050208-393
FR2654,FR2654,ZDB-EST-050208-394
