ENSDARG00000088995|ENSDART00000122214|CABZ01030692.1|
ENSDARG00000028159|ENSDART00000125444|tead1a|
ENSDARG00000028159|ENSDART00000136454|tead1a|
ENSDARG00000028159|ENSDART00000064195|tead1a|
ENSDARG00000028159|ENSDART00000126108|tead1a|
ENSDARG00000058647|ENSDART00000135787|hck|
ENSDARG00000058647|ENSDART00000081536|hck|
ENSDARG00000074146|ENSDART00000129752|zgc:113452|
ENSDARG00000074146|ENSDART00000082086|zgc:113452|
ENSDARG00000074146|ENSDART00000082083|zgc:113452|
ENSDARG00000059323|ENSDART00000134858|rpn1|
ENSDARG00000059323|ENSDART00000082409|rpn1|
ENSDARG00000059323|ENSDART00000131100|rpn1|
ENSDARG00000059323|ENSDART00000082404|rpn1|
ENSDARG00000088224|ENSDART00000122779|si:dkey-199m13.4|
ENSDARG00000071357|ENSDART00000093004|MAP4K3 (1 of 2)|
ENSDARG00000057903|ENSDART00000080661|CU306817.2|
ENSDARG00000040719|ENSDART00000059650|TIAM2 (2 of 2)|
ENSDARG00000068013|ENSDART00000081308|purb|
ENSDARG00000074860|ENSDART00000147201|SLC5A7 (1 of 2)|
ENSDARG00000074860|ENSDART00000114975|SLC5A7 (1 of 2)|
ENSDARG00000093820|ENSDART00000147576|si:dkey-1b17.5|
ENSDARG00000017882|ENSDART00000026210|rdh1|
ENSDARG00000005419|ENSDART00000015991|il1b|
ENSDARG00000040306|ENSDART00000130830|otomp|
ENSDARG00000040306|ENSDART00000058980|otomp|
ENSDARG00000090156|ENSDART00000127209|pttg1ipa|
ENSDARG00000022334|ENSDART00000125446|KRT23 (15 of 15)|
ENSDARG00000022334|ENSDART00000041914|KRT23 (15 of 15)|
ENSDARG00000088955|ENSDART00000129689|CU693495.1|
ENSDARG00000088800|ENSDART00000123307|CABZ01071036.1|
ENSDARG00000090023|ENSDART00000123475|hoxc13b|
ENSDARG00000090023|ENSDART00000123944|hoxc13b|
ENSDARG00000074131|ENSDART00000138947|kif5ba|
ENSDARG00000074131|ENSDART00000113849|kif5ba|
ENSDARG00000052950|ENSDART00000074883|ARHGAP23 (1 of 2)|
ENSDARG00000010145|ENSDART00000007577|TOR4A (4 of 4)|
ENSDARG00000078898|ENSDART00000111475|pcdh7a|
ENSDARG00000008560|ENSDART00000109148|brap|
ENSDARG00000008560|ENSDART00000139457|brap|
ENSDARG00000053025|ENSDART00000074989|LSM11 (1 of 2)|
ENSDARG00000059058|ENSDART00000143759|vipr1b|
ENSDARG00000059058|ENSDART00000082062|vipr1b|
ENSDARG00000071360|ENSDART00000105457|morn2|
ENSDARG00000034467|ENSDART00000064001|CABZ01072077.1|
ENSDARG00000034467|ENSDART00000064005|CABZ01072077.1|
ENSDARG00000074040|ENSDART00000145142|EP400NL|
ENSDARG00000074040|ENSDART00000138261|EP400NL|
ENSDARG00000074040|ENSDART00000136883|EP400NL|
ENSDARG00000074040|ENSDART00000111655|EP400NL|
ENSDARG00000018903|ENSDART00000009194|AIMP2|
ENSDARG00000006797|ENSDART00000138585|nt5dc1|
ENSDARG00000006797|ENSDART00000026794|nt5dc1|
ENSDARG00000086970|ENSDART00000128847|C13H10orf71|
ENSDARG00000041998|ENSDART00000132257|zgc:113337|
ENSDARG00000041998|ENSDART00000129207|zgc:113337|
ENSDARG00000041998|ENSDART00000061545|zgc:113337|
ENSDARG00000014248|ENSDART00000005568|pdlim3b|
ENSDARG00000014248|ENSDART00000147111|pdlim3b|
ENSDARG00000014248|ENSDART00000133775|pdlim3b|
ENSDARG00000035676|ENSDART00000051745|ptp4a2|
ENSDARG00000035676|ENSDART00000135838|ptp4a2|
ENSDARG00000035676|ENSDART00000131786|ptp4a2|
ENSDARG00000035676|ENSDART00000023709|ptp4a2|
ENSDARG00000063040|ENSDART00000091742|btbd11b|
ENSDARG00000045097|ENSDART00000125839|bmpr1ab|
ENSDARG00000045097|ENSDART00000105621|bmpr1ab|
ENSDARG00000094506|ENSDART00000150709|si:dkey-199m13.5|
ENSDARG00000094506|ENSDART00000138229|si:dkey-199m13.5|
ENSDARG00000044943|ENSDART00000147670|npepps|
ENSDARG00000044943|ENSDART00000130318|npepps|
ENSDARG00000044943|ENSDART00000066065|npepps|
ENSDARG00000006791|ENSDART00000148660|arntl1a|
ENSDARG00000006791|ENSDART00000023959|arntl1a|
ENSDARG00000019260|ENSDART00000022074|dhrs9|
ENSDARG00000051920|ENSDART00000073635|nsmaf|
ENSDARG00000011573|ENSDART00000139631|abcb11a|
ENSDARG00000011573|ENSDART00000047401|abcb11a|
ENSDARG00000010154|ENSDART00000057469|vstm4a|
ENSDARG00000010154|ENSDART00000114007|vstm4a|
ENSDARG00000052158|ENSDART00000149364|il23r|
ENSDARG00000052158|ENSDART00000149356|il23r|
ENSDARG00000052158|ENSDART00000073956|il23r|
ENSDARG00000052025|ENSDART00000073755|pomgnt1|
ENSDARG00000052025|ENSDART00000122242|pomgnt1|
ENSDARG00000052025|ENSDART00000130973|pomgnt1|
ENSDARG00000095106|ENSDART00000136778|CR356223.7|
ENSDARG00000095106|ENSDART00000142421|CR356223.7|
ENSDARG00000092762|ENSDART00000138115|si:dkey-5i3.1|
ENSDARG00000092874|ENSDART00000134478|si:dkey-1b17.6|
ENSDARG00000091479|ENSDART00000100990|BX296538.3|
ENSDARG00000045928|ENSDART00000067512|psma4|
ENSDARG00000045928|ENSDART00000146071|psma4|
ENSDARG00000069549|ENSDART00000101319|zgc:162396|
ENSDARG00000069549|ENSDART00000147931|zgc:162396|
ENSDARG00000039665|ENSDART00000057981|CABZ01055869.1|
ENSDARG00000059741|ENSDART00000101799|ALPK1|
ENSDARG00000093454|ENSDART00000150377|si:dkey-199m13.6|
ENSDARG00000093454|ENSDART00000143116|si:dkey-199m13.6|
ENSDARG00000087007|ENSDART00000112324|NCBP1 (1 of 2)|
ENSDARG00000009724|ENSDART00000010684|rpn2|
ENSDARG00000009724|ENSDART00000124968|rpn2|
ENSDARG00000039642|ENSDART00000057945|ATP6V0E1|
ENSDARG00000092357|ENSDART00000137989|CU633479.6|
ENSDARG00000087717|ENSDART00000129528|TMPRSS5|
ENSDARG00000039641|ENSDART00000057944|rpl26|
ENSDARG00000074723|ENSDART00000151252|si:dkey-176g1.7|
ENSDARG00000074723|ENSDART00000151065|si:dkey-176g1.7|
ENSDARG00000074723|ENSDART00000113347|si:dkey-176g1.7|
ENSDARG00000087516|ENSDART00000130022|CU693494.2|
ENSDARG00000093030|ENSDART00000140989|si:dkey-220o10.3|
ENSDARG00000093030|ENSDART00000144971|si:dkey-220o10.3|
ENSDARG00000088342|ENSDART00000148653|tmem145|
ENSDARG00000088342|ENSDART00000148923|tmem145|
ENSDARG00000088342|ENSDART00000129081|tmem145|
ENSDARG00000042559|ENSDART00000062423|zgc:153662|
ENSDARG00000067664|ENSDART00000097450|si:dkey-172m14.2|
ENSDARG00000031712|ENSDART00000134224|grm3|
ENSDARG00000031712|ENSDART00000047309|grm3|
ENSDARG00000074185|ENSDART00000108649|pcsk9|
ENSDARG00000088060|ENSDART00000121572|CR356223.1|
ENSDARG00000007067|ENSDART00000009590|BX004840.1|
ENSDARG00000094413|ENSDART00000138165|CR356223.4|
ENSDARG00000028027|ENSDART00000038133|trim63|
ENSDARG00000074669|ENSDART00000112043|CACNG4 (1 of 2)|
ENSDARG00000052360|ENSDART00000074199|CACNG1 (1 of 2)|
ENSDARG00000095542|ENSDART00000140244|si:dkey-199m13.7|
ENSDARG00000013695|ENSDART00000005116|rdh8b|
ENSDARG00000016607|ENSDART00000014721|echdc2|
ENSDARG00000046087|ENSDART00000150121|brd2b|
ENSDARG00000046087|ENSDART00000148709|brd2b|
ENSDARG00000046087|ENSDART00000049051|brd2b|
ENSDARG00000058791|ENSDART00000139276|zgc:171887|
ENSDARG00000058791|ENSDART00000106102|zgc:171887|
ENSDARG00000058791|ENSDART00000081734|zgc:171887|
ENSDARG00000095031|ENSDART00000150634|si:dkey-199m13.8|
ENSDARG00000095031|ENSDART00000134769|si:dkey-199m13.8|
ENSDARG00000095031|ENSDART00000131936|si:dkey-199m13.8|
ENSDARG00000045355|ENSDART00000145214|tceb1a|
ENSDARG00000045355|ENSDART00000146911|tceb1a|
ENSDARG00000045355|ENSDART00000066700|tceb1a|
ENSDARG00000088969|ENSDART00000130994|GAS7 (2 of 2)|
ENSDARG00000076357|ENSDART00000083574|CABZ01102039.1|
ENSDARG00000057986|ENSDART00000151043|ints8|
ENSDARG00000057986|ENSDART00000104491|ints8|
ENSDARG00000057986|ENSDART00000126298|ints8|
ENSDARG00000057986|ENSDART00000135266|ints8|
ENSDARG00000057986|ENSDART00000150928|ints8|
ENSDARG00000057986|ENSDART00000080751|ints8|
ENSDARG00000059925|ENSDART00000144729|USP24|
ENSDARG00000059925|ENSDART00000146135|USP24|
ENSDARG00000059925|ENSDART00000083890|USP24|
ENSDARG00000090819|ENSDART00000123521|CABZ01102040.1|
ENSDARG00000087598|ENSDART00000121525||
ENSDARG00000087466|ENSDART00000122868|DNAH9|
ENSDARG00000090341|ENSDART00000128660|CABZ01099880.1|
ENSDARG00000090908|ENSDART00000130433|CABZ01099881.1|
ENSDARG00000021466|ENSDART00000135808|ireb2|
ENSDARG00000021466|ENSDART00000046618|ireb2|
ENSDARG00000030560|ENSDART00000042674|helz|
ENSDARG00000030560|ENSDART00000044096|helz|
ENSDARG00000087556|ENSDART00000129392|PACRG (1 of 2)|
ENSDARG00000042370|ENSDART00000062130|PTAFR|
ENSDARG00000075556|ENSDART00000110280|LUZP1|
ENSDARG00000076885|ENSDART00000041282|zgc:171220|
ENSDARG00000076885|ENSDART00000111236|zgc:171220|
ENSDARG00000076995|ENSDART00000031805|SHARPIN (2 of 2)|
ENSDARG00000076929|ENSDART00000113504||
ENSDARG00000090028|ENSDART00000126266|btr30|
ENSDARG00000060679|ENSDART00000085758|kdm1a|
ENSDARG00000060679|ENSDART00000149861|kdm1a|
ENSDARG00000060679|ENSDART00000149226|kdm1a|
ENSDARG00000060679|ENSDART00000149543|kdm1a|
ENSDARG00000060679|ENSDART00000149458|kdm1a|
ENSDARG00000060679|ENSDART00000149654|kdm1a|
ENSDARG00000060679|ENSDART00000149767|kdm1a|
ENSDARG00000094655|ENSDART00000139729|si:dkey-24d19.3|
ENSDARG00000094655|ENSDART00000141391|si:dkey-24d19.3|
ENSDARG00000069706|ENSDART00000101641|prmt6|
ENSDARG00000032296|ENSDART00000045124|pomp|
ENSDARG00000073910|ENSDART00000111629|CINP|
ENSDARG00000011666|ENSDART00000018840|msh6|
ENSDARG00000011666|ENSDART00000143315|msh6|
ENSDARG00000011666|ENSDART00000146105|msh6|
ENSDARG00000011666|ENSDART00000143175|msh6|
ENSDARG00000063611|ENSDART00000093123|SMUG1|
ENSDARG00000052695|ENSDART00000133384|nr2f1a|
ENSDARG00000052695|ENSDART00000051263|nr2f1a|
ENSDARG00000011370|ENSDART00000150232|fyna|
ENSDARG00000011370|ENSDART00000023320|fyna|
ENSDARG00000011370|ENSDART00000046414|fyna|
ENSDARG00000092920|ENSDART00000135411|si:ch211-106h4.12|
ENSDARG00000092920|ENSDART00000143914|si:ch211-106h4.12|
ENSDARG00000087619|ENSDART00000125458|ZBTB3 (1 of 2)|
ENSDARG00000093617|ENSDART00000133653|BX950868.2|
ENSDARG00000091285|ENSDART00000126272|RNASEH2C (2 of 2)|
ENSDARG00000092738|ENSDART00000138717|si:ch211-263k4.2|
ENSDARG00000086468|ENSDART00000124148|BX005103.2|
ENSDARG00000078729|ENSDART00000145446|ccrl1a|
ENSDARG00000078729|ENSDART00000111070|ccrl1a|
ENSDARG00000014973|ENSDART00000145816|ntng1a|
ENSDARG00000014973|ENSDART00000133186|ntng1a|
ENSDARG00000014973|ENSDART00000105743|ntng1a|
ENSDARG00000067725|ENSDART00000097541|CLDN20 (1 of 2)|
ENSDARG00000095313|ENSDART00000134465|zgc:174642|
ENSDARG00000095313|ENSDART00000136401|zgc:174642|
ENSDARG00000087111|ENSDART00000129082|TRMT12 (1 of 2)|
ENSDARG00000060893|ENSDART00000136811|col8a2|
ENSDARG00000060893|ENSDART00000086290|col8a2|
ENSDARG00000093872|ENSDART00000144593|si:ch211-102g22.3|
ENSDARG00000093872|ENSDART00000141862|si:ch211-102g22.3|
ENSDARG00000061948|ENSDART00000145944|amotl2b|
ENSDARG00000061948|ENSDART00000088954|amotl2b|
ENSDARG00000067727|ENSDART00000097543|BCL11B|
ENSDARG00000079736|ENSDART00000147333|si:ch211-149o7.4|
ENSDARG00000041100|ENSDART00000060194|PITPNM2|
ENSDARG00000006093|ENSDART00000081129|cdk15|
ENSDARG00000042724|ENSDART00000062676|supt5h|
ENSDARG00000042724|ENSDART00000062674|supt5h|
ENSDARG00000079370|ENSDART00000111184|utp18|
ENSDARG00000037790|ENSDART00000055064|pvalb8|
ENSDARG00000095722|ENSDART00000144362|si:dkey-21o19.5|
ENSDARG00000062483|ENSDART00000133490|lyve1b|
ENSDARG00000062483|ENSDART00000090420|lyve1b|
ENSDARG00000092450|ENSDART00000044592|si:dkey-173l11.3|
ENSDARG00000038918|ENSDART00000056810|drd1|
ENSDARG00000089887|ENSDART00000124677|MMP20|
ENSDARG00000078324|ENSDART00000122737|prdm16|
ENSDARG00000078324|ENSDART00000086053|prdm16|
ENSDARG00000094937|ENSDART00000134397|si:dkey-31j12.2|
ENSDARG00000038812|ENSDART00000056679|e2f5|
ENSDARG00000038812|ENSDART00000126177|e2f5|
ENSDARG00000076938|ENSDART00000114770|TXNDC11|
ENSDARG00000078979|ENSDART00000110330|ARHGEF40|
ENSDARG00000076267|ENSDART00000104925|MYOCD|
ENSDARG00000092042|ENSDART00000136659|si:dkey-162f21.6|
ENSDARG00000057625|ENSDART00000080338|dusp14|
ENSDARG00000004221|ENSDART00000023128|dnah9|
ENSDARG00000058179|ENSDART00000063665|cxcr7b|
ENSDARG00000079738|ENSDART00000110544|ZNF219|
ENSDARG00000092130|ENSDART00000132842|si:dkey-21o19.3|
ENSDARG00000092130|ENSDART00000135173|si:dkey-21o19.3|
ENSDARG00000057577|ENSDART00000105820|mbtps2|
ENSDARG00000076060|ENSDART00000147443|diaph2|
ENSDARG00000076060|ENSDART00000103298|diaph2|
ENSDARG00000088456|ENSDART00000129986|BX950868.1|
ENSDARG00000036337|ENSDART00000052792|CERS3 (2 of 2)|
ENSDARG00000036337|ENSDART00000132420|CERS3 (2 of 2)|
ENSDARG00000093834|ENSDART00000135543|si:ch211-198d23.2|
ENSDARG00000023701|ENSDART00000132283|zfyve9a|
ENSDARG00000023701|ENSDART00000031837|zfyve9a|
ENSDARG00000040216|ENSDART00000058831|tpbga|
ENSDARG00000053865|ENSDART00000075985|COMP|
ENSDARG00000036755|ENSDART00000053369|prmt10|
ENSDARG00000036755|ENSDART00000148386|prmt10|
ENSDARG00000017369|ENSDART00000101192|sema3d|
ENSDARG00000017369|ENSDART00000127469|sema3d|
ENSDARG00000092712|ENSDART00000145525|si:dkeyp-87e3.3|
ENSDARG00000061566|ENSDART00000087918||
ENSDARG00000009585|ENSDART00000053858|papola|
ENSDARG00000009585|ENSDART00000125620|papola|
ENSDARG00000009585|ENSDART00000124899|papola|
ENSDARG00000009585|ENSDART00000124199|papola|
ENSDARG00000009585|ENSDART00000050201|papola|
ENSDARG00000045364|ENSDART00000066712|trappc3|
ENSDARG00000069755|ENSDART00000101753|MTMR11|
ENSDARG00000053005|ENSDART00000074960|cd22|
ENSDARG00000094811|ENSDART00000136050|si:dkey-111i23.1|
ENSDARG00000094811|ENSDART00000144433|si:dkey-111i23.1|
ENSDARG00000094811|ENSDART00000145385|si:dkey-111i23.1|
ENSDARG00000094811|ENSDART00000139510|si:dkey-111i23.1|
ENSDARG00000051809|ENSDART00000110769|btr12|
ENSDARG00000051809|ENSDART00000050357|btr12|
ENSDARG00000069481|ENSDART00000101175|ghrh|
ENSDARG00000094518|ENSDART00000138052|si:ch211-125e6.8|
ENSDARG00000094518|ENSDART00000139548|si:ch211-125e6.8|
ENSDARG00000024167|ENSDART00000029703|kcnh1|
ENSDARG00000042580|ENSDART00000062454|CU638737.1|
ENSDARG00000045027|ENSDART00000066198|rab9a|
ENSDARG00000071733|ENSDART00000106285|CT030204.3|
ENSDARG00000057417|ENSDART00000066445|NUDT13 (1 of 2)|
ENSDARG00000043802|ENSDART00000141114|ms4a17a.9|
ENSDARG00000043802|ENSDART00000133799|ms4a17a.9|
ENSDARG00000043802|ENSDART00000064318|ms4a17a.9|
ENSDARG00000033537|ENSDART00000127952|P4HA1 (2 of 3)|
ENSDARG00000033537|ENSDART00000048493|P4HA1 (2 of 3)|
ENSDARG00000052511|ENSDART00000113412|LIN28B|
ENSDARG00000007534|ENSDART00000121868|itln1|
ENSDARG00000024433|ENSDART00000028219|pvalb4|
ENSDARG00000021193|ENSDART00000141446|CORO1C (2 of 2)|
ENSDARG00000021193|ENSDART00000147814|CORO1C (2 of 2)|
ENSDARG00000021193|ENSDART00000140640|CORO1C (2 of 2)|
ENSDARG00000021193|ENSDART00000039796|CORO1C (2 of 2)|
ENSDARG00000042583|ENSDART00000102122|CU596012.1|
ENSDARG00000095113|ENSDART00000144029|CR388163.4|
ENSDARG00000095113|ENSDART00000147632|CR388163.4|
ENSDARG00000092448|ENSDART00000148077|si:dkey-220o10.1|
ENSDARG00000092448|ENSDART00000140964|si:dkey-220o10.1|
ENSDARG00000092448|ENSDART00000135210|si:dkey-220o10.1|
ENSDARG00000092448|ENSDART00000140821|si:dkey-220o10.1|
ENSDARG00000091879|ENSDART00000131369|si:dkey-29d8.3|
ENSDARG00000091879|ENSDART00000136498|si:dkey-29d8.3|
ENSDARG00000091879|ENSDART00000148045|si:dkey-29d8.3|
ENSDARG00000078831|ENSDART00000149168|ABHD5 (2 of 2)|
ENSDARG00000078831|ENSDART00000114636|ABHD5 (2 of 2)|
ENSDARG00000079427|ENSDART00000106567|zgc:174563|
ENSDARG00000079427|ENSDART00000106442|zgc:174563|
ENSDARG00000079427|ENSDART00000106430|zgc:174563|
ENSDARG00000079475|ENSDART00000114777|NCKIPSD|
ENSDARG00000046106|ENSDART00000067776|rab10|
ENSDARG00000075620|ENSDART00000100759|FP017194.1|
ENSDARG00000086989|ENSDART00000124866|CR388145.2|
ENSDARG00000046045|ENSDART00000067698|hoxc6b|
ENSDARG00000093493|ENSDART00000143290|urp1|
ENSDARG00000095879|ENSDART00000143009|wdr46|
ENSDARG00000095879|ENSDART00000144809|wdr46|
ENSDARG00000095879|ENSDART00000084063|wdr46|
ENSDARG00000017988|ENSDART00000010474|dse|
ENSDARG00000094140|ENSDART00000137727|si:ch211-181p13.2|
ENSDARG00000063465|ENSDART00000128490|atm|
ENSDARG00000090371|ENSDART00000123429|BX664721.5|
ENSDARG00000079916|ENSDART00000132237|zgc:175136|
ENSDARG00000079916|ENSDART00000131999|zgc:175136|
ENSDARG00000079916|ENSDART00000137514|zgc:175136|
ENSDARG00000079916|ENSDART00000109429|zgc:175136|
ENSDARG00000096088|ENSDART00000150414|si:dkey-199m13.9|
ENSDARG00000073926|ENSDART00000115129|SYNRG|
ENSDARG00000037176|ENSDART00000123117|ggh|
ENSDARG00000079406|ENSDART00000111698|hoxc11b|
ENSDARG00000006615|ENSDART00000144138|hnf1ba|
ENSDARG00000006615|ENSDART00000006883|hnf1ba|
ENSDARG00000087839|ENSDART00000111746||
ENSDARG00000071250|ENSDART00000146554|tmem79a|
ENSDARG00000071250|ENSDART00000138406|tmem79a|
ENSDARG00000071250|ENSDART00000105212|tmem79a|
ENSDARG00000071657|ENSDART00000106118|si:dkey-19a16.4|
ENSDARG00000027734|ENSDART00000134564|srsf5b|
ENSDARG00000027734|ENSDART00000132127|srsf5b|
ENSDARG00000027734|ENSDART00000135506|srsf5b|
ENSDARG00000027734|ENSDART00000023580|srsf5b|
ENSDARG00000027734|ENSDART00000075515|srsf5b|
ENSDARG00000087216|ENSDART00000123606|NDUFAF3|
ENSDARG00000016239|ENSDART00000104576|psmd13|
ENSDARG00000016239|ENSDART00000104599|psmd13|
ENSDARG00000016239|ENSDART00000027625|psmd13|
ENSDARG00000046043|ENSDART00000067696|hoxc12b|
ENSDARG00000068256|ENSDART00000137762|rwdd|
ENSDARG00000068256|ENSDART00000098616|rwdd|
ENSDARG00000068256|ENSDART00000128395|rwdd|
ENSDARG00000068256|ENSDART00000073733|rwdd|
ENSDARG00000075344|ENSDART00000093321|TMEM43|
ENSDARG00000088170|ENSDART00000150327|si:dkey-54f18.1|
ENSDARG00000088170|ENSDART00000123774|si:dkey-54f18.1|
ENSDARG00000020031|ENSDART00000010615|cldn11a|
ENSDARG00000070939|ENSDART00000104570|zgc:175171|
ENSDARG00000070939|ENSDART00000109026|zgc:175171|
ENSDARG00000044334|ENSDART00000149660|ppp2r2ba|
ENSDARG00000044334|ENSDART00000047904|ppp2r2ba|
ENSDARG00000044334|ENSDART00000113645|ppp2r2ba|
ENSDARG00000091206|ENSDART00000143877|si:dkey-201i6.6|
ENSDARG00000091206|ENSDART00000123454|si:dkey-201i6.6|
ENSDARG00000044925|ENSDART00000104111|CDK5RAP1|
ENSDARG00000030786|ENSDART00000149360|mpi|
ENSDARG00000030786|ENSDART00000129982|mpi|
ENSDARG00000086646|ENSDART00000150401|si:dkey-92c21.1|
ENSDARG00000086646|ENSDART00000121563|si:dkey-92c21.1|
ENSDARG00000005218|ENSDART00000004848|WRNIP1|
ENSDARG00000051804|ENSDART00000098215|BX664721.1|
ENSDARG00000051804|ENSDART00000130539|BX664721.1|
ENSDARG00000006462|ENSDART00000043582|CECR5|
ENSDARG00000017162|ENSDART00000021341|KIF3C (1 of 2)|
ENSDARG00000093888|ENSDART00000145041|si:dkeyp-87e3.1|
ENSDARG00000088852|ENSDART00000130844|CABZ01051991.1|
ENSDARG00000093611|ENSDART00000138425|si:dkey-109m8.1|
ENSDARG00000077009|ENSDART00000139394|wdfy4|
ENSDARG00000077009|ENSDART00000145287|wdfy4|
ENSDARG00000077009|ENSDART00000137709|wdfy4|
ENSDARG00000077009|ENSDART00000112653|wdfy4|
ENSDARG00000069661|ENSDART00000101529|BX855610.1|
ENSDARG00000058486|ENSDART00000141533|caps2|
ENSDARG00000058486|ENSDART00000081356|caps2|
ENSDARG00000011633|ENSDART00000018959|dnah9|
ENSDARG00000059945|ENSDART00000083919|SV2A|
ENSDARG00000011488|ENSDART00000013278|sirt2|
ENSDARG00000005629|ENSDART00000028062|smyd2b|
ENSDARG00000005629|ENSDART00000031759|smyd2b|
ENSDARG00000006025|ENSDART00000140781|tp53i11b|
ENSDARG00000006025|ENSDART00000132017|tp53i11b|
ENSDARG00000006025|ENSDART00000014726|tp53i11b|
ENSDARG00000069548|ENSDART00000110198|zgc:162780|
ENSDARG00000069548|ENSDART00000101315|zgc:162780|
ENSDARG00000027589|ENSDART00000039280|fzd7b|
ENSDARG00000052697|ENSDART00000135954|fam172a|
ENSDARG00000052697|ENSDART00000074599|fam172a|
ENSDARG00000077812|ENSDART00000131742|SLC5A3 (1 of 2)|
ENSDARG00000077812|ENSDART00000115265|SLC5A3 (1 of 2)|
ENSDARG00000057276|ENSDART00000127133|iqca1|
ENSDARG00000057276|ENSDART00000128939|iqca1|
ENSDARG00000057276|ENSDART00000104681|iqca1|
ENSDARG00000094985|ENSDART00000143857|si:dkey-58b18.4|
ENSDARG00000073995|ENSDART00000126593|ENDOD1 (3 of 9)|
ENSDARG00000073995|ENSDART00000098210|ENDOD1 (3 of 9)|
ENSDARG00000092349|ENSDART00000147612|si:ch211-215p11.5|
ENSDARG00000090700|ENSDART00000123668|BX000985.1|
ENSDARG00000095876|ENSDART00000148812|egfl6|
ENSDARG00000076988|ENSDART00000110787|znf839|
ENSDARG00000093237|ENSDART00000148251|si:ch211-89o9.4|
ENSDARG00000093237|ENSDART00000144639|si:ch211-89o9.4|
ENSDARG00000093237|ENSDART00000139521|si:ch211-89o9.4|
ENSDARG00000089780|ENSDART00000130899|CU571402.1|
ENSDARG00000060674|ENSDART00000085754|RAB19|
ENSDARG00000077072|ENSDART00000110431||
ENSDARG00000068831|ENSDART00000150082|trappc2|
ENSDARG00000068831|ENSDART00000099693|trappc2|
ENSDARG00000094508|ENSDART00000143985|si:dkey-21o19.8|
ENSDARG00000062873|ENSDART00000144847|slc2a11l|
ENSDARG00000062873|ENSDART00000138832|slc2a11l|
ENSDARG00000062873|ENSDART00000091357|slc2a11l|
ENSDARG00000007250|ENSDART00000006927|use1|
ENSDARG00000007250|ENSDART00000126664|use1|
ENSDARG00000068065|ENSDART00000082625|ENDOD1 (5 of 9)|
ENSDARG00000001788|ENSDART00000005879|atp5o|
ENSDARG00000001788|ENSDART00000142453|atp5o|
ENSDARG00000001788|ENSDART00000141849|atp5o|
ENSDARG00000076404|ENSDART00000113985|MCTP1 (1 of 2)|
ENSDARG00000079697|ENSDART00000114950|zgc:194908|
ENSDARG00000041464|ENSDART00000060789|fzd1|
ENSDARG00000075231|ENSDART00000111384|zgc:172282|
ENSDARG00000035193|ENSDART00000050979|FAM81B|
ENSDARG00000095233|ENSDART00000131789|si:dkeyp-51g9.4|
ENSDARG00000095233|ENSDART00000133545|si:dkeyp-51g9.4|
ENSDARG00000070899|ENSDART00000137812|zgc:112966|
ENSDARG00000070899|ENSDART00000132269|zgc:112966|
ENSDARG00000070899|ENSDART00000147366|zgc:112966|
ENSDARG00000070899|ENSDART00000060141|zgc:112966|
ENSDARG00000030078|ENSDART00000041429|glipr1b|
ENSDARG00000000529|ENSDART00000000552|ofd1|
ENSDARG00000000529|ENSDART00000099672|ofd1|
ENSDARG00000000529|ENSDART00000141176|ofd1|
ENSDARG00000058964|ENSDART00000150069|THEMIS2|
ENSDARG00000058964|ENSDART00000081941|THEMIS2|
ENSDARG00000017023|ENSDART00000080029|ak7b|
ENSDARG00000092062|ENSDART00000146393|si:dkey-201i6.5|
ENSDARG00000030092|ENSDART00000148494|tram2|
ENSDARG00000030092|ENSDART00000043938|tram2|
ENSDARG00000086904|ENSDART00000151969|si:dkey-23a17.1|
ENSDARG00000086904|ENSDART00000112855|si:dkey-23a17.1|
ENSDARG00000086904|ENSDART00000097669|si:dkey-23a17.1|
ENSDARG00000086904|ENSDART00000121922|si:dkey-23a17.1|
ENSDARG00000076350|ENSDART00000141468|zgc:92130|
ENSDARG00000076350|ENSDART00000142809|zgc:92130|
ENSDARG00000076350|ENSDART00000144421|zgc:92130|
ENSDARG00000076350|ENSDART00000113269|zgc:92130|
ENSDARG00000076350|ENSDART00000114507|zgc:92130|
