tscriptid,ottdartid,ensdartid,comments
ZDB-TSCRIPT-090929-14815,OTTDART00000033902,ENSDART00000147258.3,,
ZDB-TSCRIPT-090929-14816,OTTDART00000033903,ENSDART00000138770.3,,
ZDB-TSCRIPT-090929-14817,OTTDART00000033904,ENSDART00000135793.2,,
ZDB-TSCRIPT-090929-14821,OTTDART00000033908,ENSDART00000140094.2,,
ZDB-TSCRIPT-090929-14826,OTTDART00000033913,ENSDART00000140471.2,,
ZDB-TSCRIPT-090929-14830,OTTDART00000033917,ENSDART00000137159.3,,
ZDB-TSCRIPT-090929-14835,OTTDART00000033922,ENSDART00000141151.2,,
ZDB-TSCRIPT-090929-14840,OTTDART00000033927,ENSDART00000138597.2,,
ZDB-TSCRIPT-090929-14842,OTTDART00000033929,ENSDART00000144693.2,,
ZDB-TSCRIPT-090929-14846,OTTDART00000033933,ENSDART00000192986.1,,
ZDB-TSCRIPT-090929-14850,OTTDART00000033937,ENSDART00000134977.2,,
ZDB-TSCRIPT-090929-14851,OTTDART00000033938,ENSDART00000132448.2,,
ZDB-TSCRIPT-090929-14859,OTTDART00000033948,ENSDART00000135929.2,,
ZDB-TSCRIPT-090929-14864,OTTDART00000033953,ENSDART00000133458.2,,
ZDB-TSCRIPT-090929-14865,OTTDART00000033954,ENSDART00000144177.2,,
ZDB-TSCRIPT-090929-14866,OTTDART00000033955,ENSDART00000131529.2,,
ZDB-TSCRIPT-090929-14875,OTTDART00000033965,ENSDART00000141020.2,,
ZDB-TSCRIPT-090929-14888,OTTDART00000033979,ENSDART00000147419.2,,
ZDB-TSCRIPT-090929-14889,OTTDART00000033980,ENSDART00000138430.2,,
ZDB-TSCRIPT-090929-14891,OTTDART00000033982,ENSDART00000147950.3,,
ZDB-TSCRIPT-090929-14892,OTTDART00000033983,ENSDART00000143274.3,,
ZDB-TSCRIPT-090929-14893,OTTDART00000033984,ENSDART00000138845.2,,
ZDB-TSCRIPT-090929-14923,OTTDART00000034015,ENSDART00000138681.2,,
ZDB-TSCRIPT-090929-14929,OTTDART00000034021,ENSDART00000132631.2,,
ZDB-TSCRIPT-090929-10475,OTTDART00000027942,ENSDART00000145696.2,,
ZDB-TSCRIPT-090929-10478,OTTDART00000027945,ENSDART00000133205.2,,
ZDB-TSCRIPT-090929-10479,OTTDART00000027946,ENSDART00000143825.2,,
ZDB-TSCRIPT-090929-10480,OTTDART00000027947,ENSDART00000143038.2,,
ZDB-TSCRIPT-090929-14940,OTTDART00000034034,ENSDART00000139693.2,,
ZDB-TSCRIPT-090929-14945,OTTDART00000034040,ENSDART00000143489.3,,
ZDB-TSCRIPT-090929-14951,OTTDART00000034046,ENSDART00000147066.2,,
ZDB-TSCRIPT-090929-14965,OTTDART00000034060,ENSDART00000147046.2,,
ZDB-TSCRIPT-090929-14967,OTTDART00000034062,ENSDART00000138331.2,,
ZDB-TSCRIPT-090929-14970,OTTDART00000034065,ENSDART00000132719.3,,
ZDB-TSCRIPT-090929-14971,OTTDART00000034066,ENSDART00000140738.3,,
ZDB-TSCRIPT-090929-14972,OTTDART00000034067,ENSDART00000143037.3,,
ZDB-TSCRIPT-090929-14973,OTTDART00000034068,ENSDART00000139391.2,,
ZDB-TSCRIPT-090929-14974,OTTDART00000034069,ENSDART00000143217.3,,
ZDB-TSCRIPT-090929-14975,OTTDART00000034070,ENSDART00000137571.3,,
ZDB-TSCRIPT-090929-14976,OTTDART00000034071,ENSDART00000134086.2,,
ZDB-TSCRIPT-090929-14977,OTTDART00000034072,ENSDART00000147745.3,,
ZDB-TSCRIPT-090929-14991,OTTDART00000034088,ENSDART00000143146.2,,
ZDB-TSCRIPT-090929-14992,OTTDART00000034089,ENSDART00000134553.2,,
ZDB-TSCRIPT-090929-14994,OTTDART00000034091,ENSDART00000140614.2,,
ZDB-TSCRIPT-090929-14998,OTTDART00000034095,ENSDART00000131263.2,,
ZDB-TSCRIPT-090929-15000,OTTDART00000034097,ENSDART00000145854.2,,
ZDB-TSCRIPT-090929-15002,OTTDART00000034099,ENSDART00000141670.2,,
ZDB-TSCRIPT-090929-15005,OTTDART00000034102,ENSDART00000143380.2,,
ZDB-TSCRIPT-090929-15008,OTTDART00000034105,ENSDART00000131596.2,,
ZDB-TSCRIPT-090929-15011,OTTDART00000034110,ENSDART00000158007.2,,
ZDB-TSCRIPT-090929-15018,OTTDART00000034117,ENSDART00000142255.2,,
ZDB-TSCRIPT-090929-15026,OTTDART00000034126,ENSDART00000132191.2,,
ZDB-TSCRIPT-090929-15048,OTTDART00000034162,ENSDART00000137476.2,,
ZDB-TSCRIPT-090929-15068,OTTDART00000034189,ENSDART00000141375.2,,
ZDB-TSCRIPT-090929-15113,OTTDART00000034242,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-15114,OTTDART00000034243,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-15115,OTTDART00000034244,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-15116,OTTDART00000034245,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-15128,OTTDART00000034267,ENSDART00000132782.3,,
ZDB-TSCRIPT-090929-15129,OTTDART00000034268,ENSDART00000132678.2,,
ZDB-TSCRIPT-090929-15132,OTTDART00000034273,ENSDART00000141732.3,,
ZDB-TSCRIPT-090929-15150,OTTDART00000034320,ENSDART00000172521.2,,
ZDB-TSCRIPT-090929-15151,OTTDART00000034321,ENSDART00000171677.2,,
ZDB-TSCRIPT-090929-15157,OTTDART00000034327,ENSDART00000135805.2,,
ZDB-TSCRIPT-090929-15176,OTTDART00000034347,ENSDART00000134513.3,,
ZDB-TSCRIPT-090929-15177,OTTDART00000034348,ENSDART00000145678.3,,
ZDB-TSCRIPT-090929-15178,OTTDART00000034349,ENSDART00000144350.3,,
ZDB-TSCRIPT-090929-15179,OTTDART00000034350,ENSDART00000138390.2,,
ZDB-TSCRIPT-090929-15207,OTTDART00000034378,ENSDART00000133095.2,,
ZDB-TSCRIPT-090929-15235,OTTDART00000034406,ENSDART00000137158.3,,
ZDB-TSCRIPT-090929-15236,OTTDART00000034407,ENSDART00000132438.3,,
ZDB-TSCRIPT-090929-15237,OTTDART00000034408,ENSDART00000137452.2,,
ZDB-TSCRIPT-090929-15239,OTTDART00000034410,ENSDART00000147954.2,,
ZDB-TSCRIPT-090929-15242,OTTDART00000034424,ENSDART00000131397.2,,
ZDB-TSCRIPT-090929-15253,OTTDART00000034462,ENSDART00000143969.2,,
ZDB-TSCRIPT-090929-15255,OTTDART00000034464,ENSDART00000172608.2,,
ZDB-TSCRIPT-090929-15266,OTTDART00000034475,ENSDART00000165947.2,,
ZDB-TSCRIPT-090929-10500,OTTDART00000027967,ENSDART00000136115.2,,
ZDB-TSCRIPT-090929-15288,OTTDART00000034498,ENSDART00000140158.2,,
ZDB-TSCRIPT-090929-15304,OTTDART00000034519,ENSDART00000140955.2,,
ZDB-TSCRIPT-090929-15307,OTTDART00000034522,ENSDART00000141374.2,,
ZDB-TSCRIPT-090929-15312,OTTDART00000034527,ENSDART00000159187.2,,
ZDB-TSCRIPT-090929-15318,OTTDART00000034533,ENSDART00000142615.2,,
ZDB-TSCRIPT-090929-15327,OTTDART00000034544,ENSDART00000144314.2,,
ZDB-TSCRIPT-090929-15328,OTTDART00000034545,ENSDART00000139954.2,,
ZDB-TSCRIPT-090929-15334,OTTDART00000034552,ENSDART00000140962.2,,
ZDB-TSCRIPT-090929-15350,OTTDART00000034579,ENSDART00000138778.2,,
ZDB-TSCRIPT-090929-15351,OTTDART00000034580,ENSDART00000141053.2,,
ZDB-TSCRIPT-110325-939,OTTDART00000034585,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-15360,OTTDART00000034592,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-15361,OTTDART00000034593,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-15364,OTTDART00000034602,ENSDART00000139803.2,,
ZDB-TSCRIPT-090929-15365,OTTDART00000034606,ENSDART00000136785.2,,
ZDB-TSCRIPT-090929-15369,OTTDART00000034618,ENSDART00000140872.2,,
ZDB-TSCRIPT-090929-15370,OTTDART00000034626,ENSDART00000143216.2,,
ZDB-TSCRIPT-090929-15372,OTTDART00000034635,ENSDART00000141433.2,,
ZDB-TSCRIPT-090929-15373,OTTDART00000034636,ENSDART00000147500.2,,
ZDB-TSCRIPT-090929-15374,OTTDART00000034637,ENSDART00000147604.2,,
ZDB-TSCRIPT-090929-15390,OTTDART00000034654,ENSDART00000143305.3,,
ZDB-TSCRIPT-090929-15391,OTTDART00000034655,ENSDART00000135734.2,,
ZDB-TSCRIPT-090929-15413,OTTDART00000034678,ENSDART00000144498.2,,
ZDB-TSCRIPT-090929-15438,OTTDART00000034725,ENSDART00000144064.3,,
ZDB-TSCRIPT-090929-15439,OTTDART00000034726,ENSDART00000132013.3,,
ZDB-TSCRIPT-090929-15440,OTTDART00000034727,ENSDART00000145059.2,,
ZDB-TSCRIPT-090929-15441,OTTDART00000034728,ENSDART00000136802.2,,
ZDB-TSCRIPT-090929-15442,OTTDART00000034729,ENSDART00000145462.3,,
ZDB-TSCRIPT-090929-15443,OTTDART00000034730,ENSDART00000145004.3,,
ZDB-TSCRIPT-090929-15464,OTTDART00000034756,ENSDART00000148059.2,,
ZDB-TSCRIPT-090929-15503,OTTDART00000034798,ENSDART00000148059.2,,
ZDB-TSCRIPT-090929-10536,OTTDART00000028003,ENSDART00000131629.2,,
ZDB-TSCRIPT-090929-15511,OTTDART00000034807,ENSDART00000131481.2,,
ZDB-TSCRIPT-090929-15539,OTTDART00000034836,ENSDART00000137767.2,,
ZDB-TSCRIPT-090929-15572,OTTDART00000034875,ENSDART00000133932.2,,
ZDB-TSCRIPT-090929-15573,OTTDART00000034876,ENSDART00000148217.2,,
ZDB-TSCRIPT-090929-15615,OTTDART00000034918,ENSDART00000144390.2,,
ZDB-TSCRIPT-090929-15619,OTTDART00000034923,ENSDART00000147349.2,,
ZDB-TSCRIPT-090929-15651,OTTDART00000034961,ENSDART00000135567.2,,
ZDB-TSCRIPT-090929-15652,OTTDART00000034962,ENSDART00000144942.3,,
ZDB-TSCRIPT-090929-15666,OTTDART00000034979,ENSDART00000144398.3,,
ZDB-TSCRIPT-090929-15676,OTTDART00000034989,ENSDART00000145682.2,,
ZDB-TSCRIPT-090929-15679,OTTDART00000034992,ENSDART00000143684.2,,
ZDB-TSCRIPT-090929-15680,OTTDART00000034993,ENSDART00000139131.2,,
ZDB-TSCRIPT-090929-10552,OTTDART00000028019,ENSDART00000145535.2,,
ZDB-TSCRIPT-090929-15730,OTTDART00000035047,ENSDART00000142803.2,,
ZDB-TSCRIPT-090929-15731,OTTDART00000035048,ENSDART00000145803.3,,
ZDB-TSCRIPT-090929-15739,OTTDART00000035056,ENSDART00000146002.2,,
ZDB-TSCRIPT-090929-15751,OTTDART00000035068,ENSDART00000142166.2,,
ZDB-TSCRIPT-090929-15755,OTTDART00000035072,ENSDART00000138206.2,,
ZDB-TSCRIPT-090929-15786,OTTDART00000035108,ENSDART00000147979.2,,
ZDB-TSCRIPT-090929-15790,OTTDART00000035112,ENSDART00000141524.2,,
ZDB-TSCRIPT-090929-10578,OTTDART00000028047,ENSDART00000143018.2,,
ZDB-TSCRIPT-090929-15824,OTTDART00000035146,ENSDART00000141274.2,,
ZDB-TSCRIPT-090929-15858,OTTDART00000035187,ENSDART00000134703.2,,
ZDB-TSCRIPT-090929-10584,OTTDART00000028053,ENSDART00000132095.2,,
ZDB-TSCRIPT-090929-10593,OTTDART00000028062,ENSDART00000142009.2,,
ZDB-TSCRIPT-110912-302,OTTDART00000035211,ENSDART00000150338.2,,
ZDB-TSCRIPT-090929-15899,OTTDART00000035238,ENSDART00000133600.2,,
ZDB-TSCRIPT-090929-10605,OTTDART00000028075,ENSDART00000145707.3,,
ZDB-TSCRIPT-090929-15925,OTTDART00000035265,ENSDART00000139085.2,,
ZDB-TSCRIPT-090929-15926,OTTDART00000035266,ENSDART00000134023.2,,
ZDB-TSCRIPT-090929-15927,OTTDART00000035267,ENSDART00000132106.2,,
ZDB-TSCRIPT-090929-15928,OTTDART00000035268,ENSDART00000144204.2,,
ZDB-TSCRIPT-090929-15929,OTTDART00000035269,ENSDART00000133261.2,,
ZDB-TSCRIPT-090929-15930,OTTDART00000035270,ENSDART00000136752.2,,
ZDB-TSCRIPT-090929-15935,OTTDART00000035276,ENSDART00000135975.2,,
ZDB-TSCRIPT-090929-15945,OTTDART00000035291,ENSDART00000138736.2,,
ZDB-TSCRIPT-090929-15961,OTTDART00000035308,ENSDART00000132824.2,,
ZDB-TSCRIPT-090929-15969,OTTDART00000035319,ENSDART00000132824.2,,
ZDB-TSCRIPT-090929-10612,OTTDART00000028082,ENSDART00000137574.2,,
ZDB-TSCRIPT-090929-15980,OTTDART00000035342,ENSDART00000133485.2,,
ZDB-TSCRIPT-090929-15981,OTTDART00000035343,ENSDART00000141031.3,,
ZDB-TSCRIPT-090929-15982,OTTDART00000035344,ENSDART00000137418.2,,
ZDB-TSCRIPT-090929-15983,OTTDART00000035345,ENSDART00000131848.2,,
ZDB-TSCRIPT-090929-15985,OTTDART00000035347,ENSDART00000136190.2,,
ZDB-TSCRIPT-090929-15996,OTTDART00000035360,ENSDART00000142194.2,,
ZDB-TSCRIPT-090929-15997,OTTDART00000035361,ENSDART00000137687.3,,
ZDB-TSCRIPT-090929-15999,OTTDART00000035363,ENSDART00000132680.2,,
ZDB-TSCRIPT-090929-16000,OTTDART00000035364,ENSDART00000135640.2,,
ZDB-TSCRIPT-090929-16013,OTTDART00000035377,ENSDART00000143718.2,,
ZDB-TSCRIPT-090929-16014,OTTDART00000035378,ENSDART00000135925.2,,
ZDB-TSCRIPT-090929-16017,OTTDART00000035381,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-16034,OTTDART00000035399,ENSDART00000161577.2,,
ZDB-TSCRIPT-141209-1366,OTTDART00000035406,ENSDART00000158714.2,,
ZDB-TSCRIPT-090929-16052,OTTDART00000035426,ENSDART00000132991.3,,
ZDB-TSCRIPT-090929-16054,OTTDART00000035429,ENSDART00000146318.2,,
ZDB-TSCRIPT-090929-16063,OTTDART00000035438,ENSDART00000143254.2,,
ZDB-TSCRIPT-090929-16065,OTTDART00000035441,ENSDART00000146374.2,,
ZDB-TSCRIPT-090929-16066,OTTDART00000035443,ENSDART00000146324.2,,
ZDB-TSCRIPT-090929-16070,OTTDART00000035449,ENSDART00000146297.2,,
ZDB-TSCRIPT-090929-1064,OTTDART00000007858,ENSDART00000133216.2,,
ZDB-TSCRIPT-090929-10632,OTTDART00000028103,ENSDART00000129801.3,,
ZDB-TSCRIPT-090929-10634,OTTDART00000028105,ENSDART00000140977.3,,
ZDB-TSCRIPT-090929-16088,OTTDART00000035468,ENSDART00000141448.2,,
ZDB-TSCRIPT-090929-16095,OTTDART00000035475,ENSDART00000144420.2,,
ZDB-TSCRIPT-090929-16097,OTTDART00000035477,ENSDART00000145304.2,,
ZDB-TSCRIPT-090929-16106,OTTDART00000035486,ENSDART00000131943.2,,
ZDB-TSCRIPT-090929-16107,OTTDART00000035487,ENSDART00000138062.2,,
ZDB-TSCRIPT-090929-10652,OTTDART00000028124,ENSDART00000162851.2,,
ZDB-TSCRIPT-090929-10654,OTTDART00000028126,ENSDART00000161090.2,,
ZDB-TSCRIPT-090929-16132,OTTDART00000035516,ENSDART00000139301.2,,
ZDB-TSCRIPT-090929-16163,OTTDART00000035550,ENSDART00000133473.2,,
ZDB-TSCRIPT-090929-10660,OTTDART00000028138,ENSDART00000147985.2,,
ZDB-TSCRIPT-090929-10661,OTTDART00000028139,ENSDART00000140797.2,,
ZDB-TSCRIPT-090929-16182,OTTDART00000035569,ENSDART00000137225.3,,
ZDB-TSCRIPT-090929-16185,OTTDART00000035572,ENSDART00000132267.3,,
ZDB-TSCRIPT-090929-16187,OTTDART00000035574,ENSDART00000147103.2,,
ZDB-TSCRIPT-090929-16198,OTTDART00000035585,ENSDART00000147961.2,,
ZDB-TSCRIPT-090929-16199,OTTDART00000035586,ENSDART00000137539.3,,
ZDB-TSCRIPT-090929-16200,OTTDART00000035587,ENSDART00000136548.2,,
ZDB-TSCRIPT-131113-3232,OTTDART00000035620,ENSDART00000172009.2,,
ZDB-TSCRIPT-131113-36,OTTDART00000035621,ENSDART00000168424.2,,
ZDB-TSCRIPT-090929-10675,OTTDART00000028160,ENSDART00000135956.2,,
ZDB-TSCRIPT-131113-1633,OTTDART00000035638,ENSDART00000161303.2,,
ZDB-TSCRIPT-090929-16256,OTTDART00000035661,ENSDART00000136296.2,,
ZDB-TSCRIPT-090929-16257,OTTDART00000035662,ENSDART00000135175.2,,
ZDB-TSCRIPT-090929-16268,OTTDART00000035674,ENSDART00000133466.3,,
ZDB-TSCRIPT-090929-16287,OTTDART00000035694,ENSDART00000138153.2,,
ZDB-TSCRIPT-090929-16293,OTTDART00000035700,ENSDART00000142246.2,,
ZDB-TSCRIPT-090929-16311,OTTDART00000035723,ENSDART00000132439.2,,
ZDB-TSCRIPT-090929-16342,OTTDART00000035756,ENSDART00000138428.3,,
ZDB-TSCRIPT-090929-16343,OTTDART00000035757,ENSDART00000142632.2,,
ZDB-TSCRIPT-090929-16344,OTTDART00000035758,ENSDART00000131565.3,,
ZDB-TSCRIPT-090929-16345,OTTDART00000035759,ENSDART00000146421.3,,
ZDB-TSCRIPT-090929-16346,OTTDART00000035760,ENSDART00000134438.2,,
ZDB-TSCRIPT-090929-16372,OTTDART00000035787,ENSDART00000135198.2,,
ZDB-TSCRIPT-090929-16377,OTTDART00000035793,ENSDART00000132010.2,,
ZDB-TSCRIPT-090929-16385,OTTDART00000035801,ENSDART00000132137.2,,
ZDB-TSCRIPT-141209-1368,OTTDART00000035812,ENSDART00000136659.3,,
ZDB-TSCRIPT-090929-16404,OTTDART00000035824,ENSDART00000143385.2,,
ZDB-TSCRIPT-090929-16414,OTTDART00000035836,ENSDART00000144797.2,,
ZDB-TSCRIPT-090929-16420,OTTDART00000035843,ENSDART00000137647.2,,
ZDB-TSCRIPT-090929-16446,OTTDART00000035890,ENSDART00000134968.2,,
ZDB-TSCRIPT-090929-16464,OTTDART00000035908,ENSDART00000133953.2,,
ZDB-TSCRIPT-090929-16475,OTTDART00000035919,ENSDART00000133806.2,,
ZDB-TSCRIPT-090929-16476,OTTDART00000035920,ENSDART00000134904.3,,
ZDB-TSCRIPT-090929-16485,OTTDART00000035929,ENSDART00000138269.3,,
ZDB-TSCRIPT-090929-16488,OTTDART00000035933,ENSDART00000147395.2,,
ZDB-TSCRIPT-090929-16505,OTTDART00000035951,ENSDART00000134397.2,,
ZDB-TSCRIPT-090929-16511,OTTDART00000035957,ENSDART00000131617.2,,
ZDB-TSCRIPT-090929-16516,OTTDART00000035962,ENSDART00000134879.2,,
ZDB-TSCRIPT-090929-16524,OTTDART00000035970,ENSDART00000146527.2,,
ZDB-TSCRIPT-090929-16531,OTTDART00000035977,ENSDART00000145903.2,,
ZDB-TSCRIPT-090929-16558,OTTDART00000036007,ENSDART00000143110.2,,
ZDB-TSCRIPT-090929-16560,OTTDART00000036009,ENSDART00000145257.2,,
ZDB-TSCRIPT-090929-16563,OTTDART00000036012,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-16571,OTTDART00000036021,ENSDART00000139473.2,,
ZDB-TSCRIPT-090929-16572,OTTDART00000036022,ENSDART00000134849.2,,
ZDB-TSCRIPT-090929-16588,OTTDART00000036038,ENSDART00000140017.3,,
ZDB-TSCRIPT-141209-1373,OTTDART00000036060,ENSDART00000159968.2,,
ZDB-TSCRIPT-090929-16625,OTTDART00000036085,ENSDART00000134312.2,,
ZDB-TSCRIPT-090929-16627,OTTDART00000036087,ENSDART00000131813.2,,
ZDB-TSCRIPT-090929-16636,OTTDART00000036096,ENSDART00000138712.2,,
ZDB-TSCRIPT-090929-16642,OTTDART00000036102,ENSDART00000128703.3,,
ZDB-TSCRIPT-090929-16647,OTTDART00000036107,ENSDART00000143108.3,,
ZDB-TSCRIPT-090929-16648,OTTDART00000036109,ENSDART00000167467.2,,
ZDB-TSCRIPT-090929-16649,OTTDART00000036112,ENSDART00000140433.2,,
ZDB-TSCRIPT-141209-148,OTTDART00000036151,ENSDART00000163346.2,,
ZDB-TSCRIPT-090929-16682,OTTDART00000036154,ENSDART00000163346.2,,
ZDB-TSCRIPT-090929-16683,OTTDART00000036155,ENSDART00000143177.2,,
ZDB-TSCRIPT-141209-1377,OTTDART00000036167,ENSDART00000157448.2,,
ZDB-TSCRIPT-090929-10721,OTTDART00000028207,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-16715,OTTDART00000036206,ENSDART00000147363.2,,
ZDB-TSCRIPT-090929-16730,OTTDART00000036222,ENSDART00000142184.2,,
ZDB-TSCRIPT-090929-16741,OTTDART00000036237,ENSDART00000125013.3,,
ZDB-TSCRIPT-090929-16748,OTTDART00000036244,ENSDART00000137609.4,,
ZDB-TSCRIPT-090929-16756,OTTDART00000036253,ENSDART00000142120.2,,
ZDB-TSCRIPT-090929-10740,OTTDART00000028229,ENSDART00000129655.3,,
ZDB-TSCRIPT-090929-10744,OTTDART00000028233,ENSDART00000139831.3,,
ZDB-TSCRIPT-090929-16853,OTTDART00000036356,ENSDART00000131284.2,,
ZDB-TSCRIPT-141209-154,OTTDART00000036373,ENSDART00000170839.2,,
ZDB-TSCRIPT-090929-1076,OTTDART00000007887,ENSDART00000141804.2,,
ZDB-TSCRIPT-090929-16920,OTTDART00000036436,ENSDART00000147512.2,,
ZDB-TSCRIPT-120213-8,OTTDART00000036460,ENSDART00000151053.2,,
ZDB-TSCRIPT-090929-16981,OTTDART00000036504,ENSDART00000144106.2,,
ZDB-TSCRIPT-090929-17003,OTTDART00000036526,ENSDART00000132234.3,,
ZDB-TSCRIPT-090929-17004,OTTDART00000036527,ENSDART00000136335.3,,
ZDB-TSCRIPT-090929-17010,OTTDART00000036538,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-17015,OTTDART00000036543,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-17020,OTTDART00000036548,ENSDART00000086619.6,,
ZDB-TSCRIPT-090929-17022,OTTDART00000036550,ENSDART00000134524.2,,
ZDB-TSCRIPT-090929-10784,OTTDART00000028277,ENSDART00000143241.2,,
ZDB-TSCRIPT-090929-10795,OTTDART00000028292,ENSDART00000137041.2,,
ZDB-TSCRIPT-090929-10797,OTTDART00000028294,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-10798,OTTDART00000028295,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-10824,OTTDART00000028326,ENSDART00000142673.2,,
ZDB-TSCRIPT-141209-1385,OTTDART00000036659,ENSDART00000147693.2,,
ZDB-TSCRIPT-141209-2599,OTTDART00000036660,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-141209-158,OTTDART00000036661,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-141209-1386,OTTDART00000036662,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-141209-2600,OTTDART00000036663,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-141209-159,OTTDART00000036664,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-141209-1387,OTTDART00000036665,,transcript not in Ensembl. Withdrawn,GENSCAN00000011207
ZDB-TSCRIPT-141209-2601,OTTDART00000036666,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-141209-160,OTTDART00000036667,,transcript not in Ensembl. Withdrawn,GENSCAN00000011137
ZDB-TSCRIPT-141209-1388,OTTDART00000036668,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-17127,OTTDART00000036676,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-17128,OTTDART00000036677,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-17129,OTTDART00000036678,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-17137,OTTDART00000036686,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-17138,OTTDART00000036687,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-17183,OTTDART00000036737,ENSDART00000140914.2,,
ZDB-TSCRIPT-090929-10842,OTTDART00000028344,ENSDART00000135645.2,,
ZDB-TSCRIPT-090929-10843,OTTDART00000028345,ENSDART00000130283.3,,
ZDB-TSCRIPT-090929-10844,OTTDART00000028346,ENSDART00000135457.2,,
ZDB-TSCRIPT-090929-17199,OTTDART00000036753,ENSDART00000136473.2,,
ZDB-TSCRIPT-090929-17233,OTTDART00000036787,ENSDART00000141908.3,,
ZDB-TSCRIPT-090929-17234,OTTDART00000036788,ENSDART00000135859.2,,
ZDB-TSCRIPT-090929-17295,OTTDART00000036849,ENSDART00000144993.2,,
ZDB-TSCRIPT-090929-10868,OTTDART00000028372,ENSDART00000052356.5,,
ZDB-TSCRIPT-090929-17349,OTTDART00000036904,ENSDART00000157569.2,,
ZDB-TSCRIPT-090929-10875,OTTDART00000028379,ENSDART00000039955.6,,
ZDB-TSCRIPT-090929-10899,OTTDART00000028404,ENSDART00000137265.2,,
ZDB-TSCRIPT-090929-17489,OTTDART00000037055,ENSDART00000064992.7,,
ZDB-TSCRIPT-090929-17490,OTTDART00000037056,ENSDART00000141711.2,,
ZDB-TSCRIPT-090929-10907,OTTDART00000028413,ENSDART00000142893.2,,
ZDB-TSCRIPT-090929-10909,OTTDART00000028415,ENSDART00000147974.2,,
ZDB-TSCRIPT-090929-17578,OTTDART00000037147,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-17535,OTTDART00000037104,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-1092,OTTDART00000007921,ENSDART00000138986.3,,
ZDB-TSCRIPT-090929-17654,OTTDART00000037228,ENSDART00000137755.2,,
ZDB-TSCRIPT-090929-1093,OTTDART00000007922,ENSDART00000139757.3,,
ZDB-TSCRIPT-090929-17705,OTTDART00000037279,ENSDART00000138832.2,,
ZDB-TSCRIPT-090929-17751,OTTDART00000037328,ENSDART00000134223.2,,
ZDB-TSCRIPT-090929-1094,OTTDART00000007923,ENSDART00000136194.3,,
ZDB-TSCRIPT-090929-17823,OTTDART00000037402,ENSDART00000138665.2,,
ZDB-TSCRIPT-090929-1095,OTTDART00000007924,ENSDART00000137755.2,,
ZDB-TSCRIPT-090929-17853,OTTDART00000037434,ENSDART00000015021.10,,
ZDB-TSCRIPT-090929-17863,OTTDART00000037445,ENSDART00000136881.2,,
ZDB-TSCRIPT-090929-17865,OTTDART00000037447,ENSDART00000137494.2,,
ZDB-TSCRIPT-090929-17874,OTTDART00000037456,ENSDART00000134181.2,,
ZDB-TSCRIPT-090929-17875,OTTDART00000037457,ENSDART00000139245.2,,
ZDB-TSCRIPT-090929-17900,OTTDART00000037489,ENSDART00000138114.2,,
ZDB-TSCRIPT-090929-17930,OTTDART00000037521,ENSDART00000141712.2,,
ZDB-TSCRIPT-090929-17936,OTTDART00000037527,ENSDART00000132064.2,,
ZDB-TSCRIPT-090929-17945,OTTDART00000037536,ENSDART00000131394.2,,
ZDB-TSCRIPT-090929-17988,OTTDART00000037584,ENSDART00000138494.2,,
ZDB-TSCRIPT-090929-17995,OTTDART00000037591,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-17997,OTTDART00000037593,ENSDART00000140327.2,,
ZDB-TSCRIPT-090929-17998,OTTDART00000037594,ENSDART00000144589.3,,
ZDB-TSCRIPT-090929-18021,OTTDART00000037617,ENSDART00000139308.2,,
