tscriptid,ottdartid,ensdartid,comments
ZDB-TSCRIPT-120213-653,OTTDART00000054192,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-1039,OTTDART00000054193,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-274,OTTDART00000054214,ENSDART00000158270.2,
ZDB-TSCRIPT-131113-2064,OTTDART00000054226,ENSDART00000157362.2,
ZDB-TSCRIPT-131113-3669,OTTDART00000054227,ENSDART00000153711.2,
ZDB-TSCRIPT-131113-486,OTTDART00000054228,ENSDART00000156241.2,
ZDB-TSCRIPT-141209-454,OTTDART00000054248,ENSDART00000161926.2,
ZDB-TSCRIPT-131113-488,OTTDART00000054249,ENSDART00000154867.2,
ZDB-TSCRIPT-131113-489,OTTDART00000054252,ENSDART00000156849.2,
ZDB-TSCRIPT-120213-1048,OTTDART00000054253,ENSDART00000151753.2,
ZDB-TSCRIPT-131113-490,OTTDART00000054255,ENSDART00000156484.2,
ZDB-TSCRIPT-120213-1051,OTTDART00000054265,ENSDART00000151046.2,
ZDB-TSCRIPT-120213-666,OTTDART00000054267,ENSDART00000150904.2,
ZDB-TSCRIPT-131113-494,OTTDART00000054282,ENSDART00000155360.2,
ZDB-TSCRIPT-120213-290,OTTDART00000054304,ENSDART00000151715.2,
ZDB-TSCRIPT-120213-678,OTTDART00000054316,ENSDART00000151328.2,
ZDB-TSCRIPT-120213-682,OTTDART00000054328,ENSDART00000151551.2,
ZDB-TSCRIPT-120213-301,OTTDART00000054339,ENSDART00000151467.2,
ZDB-TSCRIPT-131113-497,OTTDART00000054342,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-498,OTTDART00000054348,ENSDART00000155319.2,
ZDB-TSCRIPT-120213-303,OTTDART00000054353,ENSDART00000151171.2,
ZDB-TSCRIPT-120213-688,OTTDART00000054354,ENSDART00000151786.2,
ZDB-TSCRIPT-131113-500,OTTDART00000054360,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2074,OTTDART00000054361,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-690,OTTDART00000054366,ENSDART00000151021.2,
ZDB-TSCRIPT-120213-306,OTTDART00000054368,ENSDART00000151343.2,
ZDB-TSCRIPT-120213-309,OTTDART00000054378,ENSDART00000151386.2,
ZDB-TSCRIPT-131113-2077,OTTDART00000054386,ENSDART00000155833.2,
ZDB-TSCRIPT-131113-3680,OTTDART00000054387,ENSDART00000156521.2,
ZDB-TSCRIPT-131113-504,OTTDART00000054388,ENSDART00000154560.2,
ZDB-TSCRIPT-120213-696,OTTDART00000054396,ENSDART00000151705.3,
ZDB-TSCRIPT-120213-1091,OTTDART00000054430,ENSDART00000164563.2,
ZDB-TSCRIPT-120213-321,OTTDART00000054431,ENSDART00000162706.2,
ZDB-TSCRIPT-120213-1092,OTTDART00000054433,ENSDART00000151622.2,
ZDB-TSCRIPT-131113-2082,OTTDART00000054438,ENSDART00000154575.2,
ZDB-TSCRIPT-131113-3685,OTTDART00000054445,ENSDART00000156313.2,
ZDB-TSCRIPT-131113-2085,OTTDART00000054448,ENSDART00000157048.2,
ZDB-TSCRIPT-131113-3688,OTTDART00000054456,ENSDART00000155347.2,
ZDB-TSCRIPT-131113-2089,OTTDART00000054461,ENSDART00000154783.2,
ZDB-TSCRIPT-120213-1094,OTTDART00000054468,ENSDART00000151123.2,
ZDB-TSCRIPT-120213-325,OTTDART00000054472,ENSDART00000151045.2,
ZDB-TSCRIPT-120213-327,OTTDART00000054478,ENSDART00000151017.2,
ZDB-TSCRIPT-120213-714,OTTDART00000054485,ENSDART00000151182.2,
ZDB-TSCRIPT-120213-1100,OTTDART00000054486,ENSDART00000151312.2,
ZDB-TSCRIPT-120213-1101,OTTDART00000054489,ENSDART00000151065.2,
ZDB-TSCRIPT-131113-516,OTTDART00000054490,ENSDART00000156346.2,
ZDB-TSCRIPT-131113-3693,OTTDART00000054512,ENSDART00000145963.3,
ZDB-TSCRIPT-120213-1105,OTTDART00000054519,ENSDART00000151602.3,
ZDB-TSCRIPT-120213-338,OTTDART00000054529,ENSDART00000151806.3,
ZDB-TSCRIPT-120213-723,OTTDART00000054530,ENSDART00000151148.2,
ZDB-TSCRIPT-120213-339,OTTDART00000054532,ENSDART00000151167.2,
ZDB-TSCRIPT-120213-343,OTTDART00000054546,ENSDART00000165697.2,
ZDB-TSCRIPT-141209-2907,OTTDART00000054553,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2093,OTTDART00000054556,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3695,OTTDART00000054557,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-519,OTTDART00000054558,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2094,OTTDART00000054559,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-1118,OTTDART00000054571,ENSDART00000167543.2,
ZDB-TSCRIPT-120213-348,OTTDART00000054572,ENSDART00000166043.2,
ZDB-TSCRIPT-120213-733,OTTDART00000054573,ENSDART00000163121.2,
ZDB-TSCRIPT-131113-3698,OTTDART00000054590,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-522,OTTDART00000054591,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2099,OTTDART00000054595,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-523,OTTDART00000054597,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2100,OTTDART00000054598,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3700,OTTDART00000054599,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-524,OTTDART00000054600,ENSDART00000163490.2,
ZDB-TSCRIPT-131113-2101,OTTDART00000054601,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2102,OTTDART00000054604,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-353,OTTDART00000054611,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-1124,OTTDART00000054613,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3704,OTTDART00000054614,ENSDART00000160544.2,
ZDB-TSCRIPT-131113-2104,OTTDART00000054616,ENSDART00000156456.2,
ZDB-TSCRIPT-131113-2105,OTTDART00000054619,ENSDART00000154043.2,
ZDB-TSCRIPT-131113-3708,OTTDART00000054626,ENSDART00000155430.2,
ZDB-TSCRIPT-131113-532,OTTDART00000054630,ENSDART00000154922.2,
ZDB-TSCRIPT-131113-3712,OTTDART00000054638,ENSDART00000156279.3,
ZDB-TSCRIPT-131113-535,OTTDART00000054639,ENSDART00000156754.2,
ZDB-TSCRIPT-120213-355,OTTDART00000054644,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-740,OTTDART00000054647,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-1126,OTTDART00000054648,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-356,OTTDART00000054649,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-1128,OTTDART00000054654,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-358,OTTDART00000054655,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-359,OTTDART00000054665,ENSDART00000151784.2,
ZDB-TSCRIPT-131113-2115,OTTDART00000054666,ENSDART00000154692.2,
ZDB-TSCRIPT-131113-3715,OTTDART00000054667,ENSDART00000154954.3,
ZDB-TSCRIPT-131113-539,OTTDART00000054668,ENSDART00000153893.2,
ZDB-TSCRIPT-131113-2116,OTTDART00000054669,ENSDART00000154942.2,
ZDB-TSCRIPT-131113-3717,OTTDART00000054674,ENSDART00000155186.2,
ZDB-TSCRIPT-131113-3720,OTTDART00000054684,ENSDART00000153592.2,
ZDB-TSCRIPT-120213-1131,OTTDART00000054693,ENSDART00000151407.2,
ZDB-TSCRIPT-131113-2123,OTTDART00000054697,ENSDART00000155710.2,
ZDB-TSCRIPT-141209-460,OTTDART00000054705,ENSDART00000032374.8,
ZDB-TSCRIPT-120213-1134,OTTDART00000054707,ENSDART00000151266.2,
ZDB-TSCRIPT-131113-3722,OTTDART00000054709,ENSDART00000156401.2,
ZDB-TSCRIPT-120213-364,OTTDART00000054710,ENSDART00000133162.3,
ZDB-TSCRIPT-120213-1135,OTTDART00000054712,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2125,OTTDART00000054714,ENSDART00000156635.2,
ZDB-TSCRIPT-141209-1685,OTTDART00000054715,ENSDART00000157460.2,
ZDB-TSCRIPT-141209-2908,OTTDART00000054716,ENSDART00000167557.2,
ZDB-TSCRIPT-120213-1137,OTTDART00000054726,ENSDART00000193734.1,
ZDB-TSCRIPT-141209-462,OTTDART00000054749,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1687,OTTDART00000054750,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-2910,OTTDART00000054751,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-463,OTTDART00000054752,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1688,OTTDART00000054753,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-371,OTTDART00000054762,ENSDART00000151532.2,
ZDB-TSCRIPT-120213-756,OTTDART00000054763,ENSDART00000151085.2,
ZDB-TSCRIPT-120213-758,OTTDART00000054769,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-1144,OTTDART00000054770,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-374,OTTDART00000054771,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-759,OTTDART00000054772,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-1145,OTTDART00000054773,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-760,OTTDART00000054775,ENSDART00000151052.2,
ZDB-TSCRIPT-120213-1146,OTTDART00000054776,ENSDART00000151760.2,
ZDB-TSCRIPT-131113-552,OTTDART00000054779,ENSDART00000155691.2,
ZDB-TSCRIPT-131113-554,OTTDART00000054785,ENSDART00000157354.3,
ZDB-TSCRIPT-131113-2134,OTTDART00000054786,ENSDART00000156192.2,
ZDB-TSCRIPT-131113-555,OTTDART00000054788,ENSDART00000155540.2,
ZDB-TSCRIPT-131113-556,OTTDART00000054808,ENSDART00000154837.2,
ZDB-TSCRIPT-131113-3733,OTTDART00000054810,ENSDART00000155370.2,
ZDB-TSCRIPT-131113-558,OTTDART00000054814,ENSDART00000156829.2,
ZDB-TSCRIPT-120213-1147,OTTDART00000054821,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-377,OTTDART00000054824,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-762,OTTDART00000054825,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-1148,OTTDART00000054826,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-378,OTTDART00000054836,ENSDART00000151076.3,
ZDB-TSCRIPT-120213-763,OTTDART00000054837,ENSDART00000151286.3,
ZDB-TSCRIPT-120213-1149,OTTDART00000054838,ENSDART00000151427.2,
ZDB-TSCRIPT-131113-2147,OTTDART00000054866,ENSDART00000154393.3,
ZDB-TSCRIPT-131113-3746,OTTDART00000054874,ENSDART00000153877.2,
ZDB-TSCRIPT-131113-2150,OTTDART00000054876,ENSDART00000153786.2,
ZDB-TSCRIPT-131113-572,OTTDART00000054878,ENSDART00000153981.2,
ZDB-TSCRIPT-131113-3748,OTTDART00000054880,ENSDART00000157096.2,
ZDB-TSCRIPT-141209-2917,OTTDART00000054888,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-470,OTTDART00000054889,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1694,OTTDART00000054890,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3752,OTTDART00000054896,ENSDART00000156238.2,
ZDB-TSCRIPT-131113-3753,OTTDART00000054899,ENSDART00000156610.2,
ZDB-TSCRIPT-141209-471,OTTDART00000054923,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2170,OTTDART00000054954,ENSDART00000156868.2,
ZDB-TSCRIPT-131113-3768,OTTDART00000054955,ENSDART00000155551.2,
ZDB-TSCRIPT-120213-384,OTTDART00000054958,ENSDART00000151500.2,
ZDB-TSCRIPT-131113-2172,OTTDART00000054963,ENSDART00000156668.2,
ZDB-TSCRIPT-131113-3770,OTTDART00000054964,ENSDART00000155232.2,
ZDB-TSCRIPT-131113-594,OTTDART00000054971,ENSDART00000155755.2,
ZDB-TSCRIPT-131113-2176,OTTDART00000054975,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-600,OTTDART00000054993,ENSDART00000156299.2,
ZDB-TSCRIPT-131113-3780,OTTDART00000054995,ENSDART00000155271.2,
ZDB-TSCRIPT-131113-604,OTTDART00000055005,ENSDART00000154838.2,
ZDB-TSCRIPT-131113-3785,OTTDART00000055010,ENSDART00000157215.2,
ZDB-TSCRIPT-131113-606,OTTDART00000055011,ENSDART00000153529.3,
ZDB-TSCRIPT-131113-3786,OTTDART00000055013,ENSDART00000154956.2,
ZDB-TSCRIPT-131113-3787,OTTDART00000055016,ENSDART00000155202.2,
ZDB-TSCRIPT-131113-2190,OTTDART00000055018,ENSDART00000157386.2,
ZDB-TSCRIPT-131113-3792,OTTDART00000055034,ENSDART00000156510.2,
ZDB-TSCRIPT-131113-612,OTTDART00000055035,ENSDART00000154707.2,
ZDB-TSCRIPT-131113-2195,OTTDART00000055036,ENSDART00000154016.2,
ZDB-TSCRIPT-131113-3793,OTTDART00000055037,ENSDART00000155475.2,
ZDB-TSCRIPT-131113-613,OTTDART00000055038,ENSDART00000156227.3,
ZDB-TSCRIPT-131113-2196,OTTDART00000055039,ENSDART00000156184.2,
ZDB-TSCRIPT-131113-3794,OTTDART00000055040,ENSDART00000153615.2,
ZDB-TSCRIPT-131113-3804,OTTDART00000055077,ENSDART00000156473.2,
ZDB-TSCRIPT-131113-3806,OTTDART00000055083,ENSDART00000156941.2,
ZDB-TSCRIPT-131113-624,OTTDART00000055090,ENSDART00000156397.2,
ZDB-TSCRIPT-131113-3809,OTTDART00000055093,ENSDART00000154520.2,
ZDB-TSCRIPT-131113-2216,OTTDART00000055101,ENSDART00000153962.2,
ZDB-TSCRIPT-131113-2221,OTTDART00000055116,ENSDART00000153573.2,
ZDB-TSCRIPT-131113-3819,OTTDART00000055126,ENSDART00000155303.2,
ZDB-TSCRIPT-131113-3821,OTTDART00000055132,ENSDART00000153608.2,
ZDB-TSCRIPT-131113-3827,OTTDART00000055153,ENSDART00000171926.2,
ZDB-TSCRIPT-131113-643,OTTDART00000055154,ENSDART00000165365.2,
ZDB-TSCRIPT-131113-2232,OTTDART00000055155,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-644,OTTDART00000055157,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2233,OTTDART00000055158,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-645,OTTDART00000055160,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2240,OTTDART00000055182,ENSDART00000154606.2,
ZDB-TSCRIPT-131113-2253,OTTDART00000055233,ENSDART00000155532.2,
ZDB-TSCRIPT-131113-3846,OTTDART00000055234,ENSDART00000157193.2,
ZDB-TSCRIPT-131113-669,OTTDART00000055247,ENSDART00000169492.2,
ZDB-TSCRIPT-131113-672,OTTDART00000055258,ENSDART00000154920.2,
ZDB-TSCRIPT-131113-2263,OTTDART00000055265,ENSDART00000154106.2,
ZDB-TSCRIPT-131113-3856,OTTDART00000055266,ENSDART00000155976.2,
ZDB-TSCRIPT-131113-3864,OTTDART00000055291,ENSDART00000156082.2,
ZDB-TSCRIPT-131113-2272,OTTDART00000055293,ENSDART00000157173.2,
ZDB-TSCRIPT-131113-3865,OTTDART00000055294,ENSDART00000154791.3,
ZDB-TSCRIPT-131113-683,OTTDART00000055295,ENSDART00000155897.3,
ZDB-TSCRIPT-131113-2273,OTTDART00000055296,ENSDART00000155845.2,
ZDB-TSCRIPT-131113-684,OTTDART00000055298,ENSDART00000156604.2,
ZDB-TSCRIPT-131113-3875,OTTDART00000055324,ENSDART00000156242.2,
ZDB-TSCRIPT-131113-2283,OTTDART00000055329,ENSDART00000154631.3,
ZDB-TSCRIPT-131113-3876,OTTDART00000055330,ENSDART00000153972.3,
ZDB-TSCRIPT-131113-2284,OTTDART00000055332,ENSDART00000155543.3,
ZDB-TSCRIPT-131113-3877,OTTDART00000055333,ENSDART00000157061.2,
ZDB-TSCRIPT-131113-3878,OTTDART00000055336,ENSDART00000154782.2,
ZDB-TSCRIPT-131113-3885,OTTDART00000055360,ENSDART00000154209.2,
ZDB-TSCRIPT-120702-43,OTTDART00000055372,ENSDART00000152045.3,
ZDB-TSCRIPT-120702-169,OTTDART00000055373,ENSDART00000151896.2,
ZDB-TSCRIPT-120702-44,OTTDART00000055376,ENSDART00000090487.6,
ZDB-TSCRIPT-131113-2298,OTTDART00000055377,ENSDART00000156616.2,
ZDB-TSCRIPT-131113-704,OTTDART00000055385,ENSDART00000154373.2,
ZDB-TSCRIPT-131113-3892,OTTDART00000055390,ENSDART00000153764.2,
ZDB-TSCRIPT-131113-2305,OTTDART00000055398,ENSDART00000156028.2,
ZDB-TSCRIPT-131113-710,OTTDART00000055403,ENSDART00000153850.2,
ZDB-TSCRIPT-131113-3902,OTTDART00000055421,ENSDART00000166524.2,
ZDB-TSCRIPT-131113-718,OTTDART00000055428,ENSDART00000154883.2,
ZDB-TSCRIPT-131113-3905,OTTDART00000055430,ENSDART00000154607.2,
ZDB-TSCRIPT-120702-45,OTTDART00000055433,ENSDART00000166716.2,
ZDB-TSCRIPT-120702-294,OTTDART00000055444,ENSDART00000168327.2,
ZDB-TSCRIPT-131113-2318,OTTDART00000055447,ENSDART00000154316.2,
ZDB-TSCRIPT-131113-3909,OTTDART00000055448,ENSDART00000155489.2,
ZDB-TSCRIPT-131113-3910,OTTDART00000055452,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2319,OTTDART00000055454,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-732,OTTDART00000055477,ENSDART00000156293.2,
ZDB-TSCRIPT-120702-295,OTTDART00000055479,ENSDART00000151857.2,
ZDB-TSCRIPT-120702-48,OTTDART00000055480,ENSDART00000129015.3,
ZDB-TSCRIPT-131113-3921,OTTDART00000055489,ENSDART00000156088.2,
ZDB-TSCRIPT-131113-738,OTTDART00000055496,ENSDART00000154108.2,
ZDB-TSCRIPT-131113-743,OTTDART00000055529,ENSDART00000156823.2,
ZDB-TSCRIPT-131113-3932,OTTDART00000055540,ENSDART00000155491.2,
ZDB-TSCRIPT-141209-1703,OTTDART00000055546,ENSDART00000178991.2,
ZDB-TSCRIPT-131113-2347,OTTDART00000055564,ENSDART00000155331.2,
ZDB-TSCRIPT-131113-755,OTTDART00000055574,ENSDART00000157210.2,
ZDB-TSCRIPT-131113-759,OTTDART00000055588,ENSDART00000153826.2,
ZDB-TSCRIPT-131113-3946,OTTDART00000055596,ENSDART00000156147.2,
ZDB-TSCRIPT-131113-3947,OTTDART00000055599,ENSDART00000156436.2,
ZDB-TSCRIPT-131113-3949,OTTDART00000055605,ENSDART00000154225.2,
ZDB-TSCRIPT-131113-765,OTTDART00000055606,ENSDART00000153485.3,
ZDB-TSCRIPT-131113-2358,OTTDART00000055607,ENSDART00000156058.3,
ZDB-TSCRIPT-131113-3950,OTTDART00000055608,ENSDART00000157197.3,
ZDB-TSCRIPT-131113-766,OTTDART00000055609,ENSDART00000153476.2,
ZDB-TSCRIPT-131113-3951,OTTDART00000055611,ENSDART00000157228.2,
ZDB-TSCRIPT-131113-2360,OTTDART00000055620,ENSDART00000154674.2,
ZDB-TSCRIPT-120702-179,OTTDART00000055641,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3959,OTTDART00000055646,ENSDART00000156197.2,
ZDB-TSCRIPT-120702-54,OTTDART00000055654,ENSDART00000152068.3,
ZDB-TSCRIPT-131113-2374,OTTDART00000055669,ENSDART00000155117.2,
ZDB-TSCRIPT-131113-2375,OTTDART00000055672,ENSDART00000154428.2,
ZDB-TSCRIPT-131113-2382,OTTDART00000055697,ENSDART00000154159.2,
ZDB-TSCRIPT-131113-789,OTTDART00000055702,ENSDART00000157091.3,
ZDB-TSCRIPT-131113-2384,OTTDART00000055703,ENSDART00000153735.2,
ZDB-TSCRIPT-131113-3977,OTTDART00000055704,ENSDART00000156975.2,
ZDB-TSCRIPT-131113-791,OTTDART00000055708,ENSDART00000157270.2,
ZDB-TSCRIPT-131113-2386,OTTDART00000055709,ENSDART00000156688.2,
ZDB-TSCRIPT-131113-3979,OTTDART00000055710,ENSDART00000154423.2,
ZDB-TSCRIPT-131113-2393,OTTDART00000055730,ENSDART00000155621.2,
ZDB-TSCRIPT-131113-800,OTTDART00000055735,ENSDART00000156513.3,
ZDB-TSCRIPT-131113-2395,OTTDART00000055736,ENSDART00000153887.2,
ZDB-TSCRIPT-131113-3988,OTTDART00000055737,ENSDART00000156960.2,
ZDB-TSCRIPT-131113-2396,OTTDART00000055739,ENSDART00000153511.2,
ZDB-TSCRIPT-131113-2400,OTTDART00000055752,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3993,OTTDART00000055753,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-806,OTTDART00000055754,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2403,OTTDART00000055761,ENSDART00000155356.2,
ZDB-TSCRIPT-131113-814,OTTDART00000055779,ENSDART00000154638.2,
ZDB-TSCRIPT-131113-4001,OTTDART00000055781,ENSDART00000155372.2,
ZDB-TSCRIPT-131113-815,OTTDART00000055782,ENSDART00000157326.2,
ZDB-TSCRIPT-131113-2412,OTTDART00000055789,ENSDART00000157241.2,
ZDB-TSCRIPT-131113-817,OTTDART00000055791,ENSDART00000156320.2,
ZDB-TSCRIPT-131113-4005,OTTDART00000055794,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-818,OTTDART00000055795,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-4006,OTTDART00000055797,ENSDART00000155997.2,
ZDB-TSCRIPT-131113-819,OTTDART00000055798,ENSDART00000157208.2,
ZDB-TSCRIPT-131113-4007,OTTDART00000055800,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-820,OTTDART00000055801,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-4008,OTTDART00000055803,ENSDART00000156779.2,
ZDB-TSCRIPT-131113-823,OTTDART00000055810,ENSDART00000122327.3,
ZDB-TSCRIPT-131113-2419,OTTDART00000055811,ENSDART00000162284.2,
ZDB-TSCRIPT-131113-2420,OTTDART00000055815,ENSDART00000171124.2,
ZDB-TSCRIPT-131113-4012,OTTDART00000055816,ENSDART00000171615.2,
ZDB-TSCRIPT-131113-828,OTTDART00000055827,ENSDART00000130744.3,
ZDB-TSCRIPT-131113-831,OTTDART00000055839,ENSDART00000161910.2,
ZDB-TSCRIPT-131113-832,OTTDART00000055842,ENSDART00000156468.2,
ZDB-TSCRIPT-131113-2428,OTTDART00000055843,ENSDART00000155690.2,
ZDB-TSCRIPT-131113-834,OTTDART00000055848,ENSDART00000157322.2,
ZDB-TSCRIPT-131113-2432,OTTDART00000055856,ENSDART00000154046.2,
ZDB-TSCRIPT-120702-305,OTTDART00000055860,ENSDART00000152076.2,
ZDB-TSCRIPT-120702-58,OTTDART00000055861,ENSDART00000151900.2,
ZDB-TSCRIPT-120702-184,OTTDART00000055862,ENSDART00000110311.4,
ZDB-TSCRIPT-120702-306,OTTDART00000055863,ENSDART00000151828.2,
ZDB-TSCRIPT-131113-4035,OTTDART00000055901,ENSDART00000159937.2,
ZDB-TSCRIPT-131113-859,OTTDART00000055948,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-4048,OTTDART00000055950,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-860,OTTDART00000055951,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-2923,OTTDART00000055960,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120702-68,OTTDART00000055968,ENSDART00000152063.2,
ZDB-TSCRIPT-120702-194,OTTDART00000055969,ENSDART00000151914.2,
ZDB-TSCRIPT-120702-324,OTTDART00000055999,ENSDART00000149552.4,
ZDB-TSCRIPT-131113-2456,OTTDART00000056010,ENSDART00000171564.2,
ZDB-TSCRIPT-131113-4052,OTTDART00000056011,ENSDART00000164402.2,
ZDB-TSCRIPT-120702-80,OTTDART00000056018,ENSDART00000150751.2,
ZDB-TSCRIPT-120702-81,OTTDART00000056021,ENSDART00000151898.2,
ZDB-TSCRIPT-120702-207,OTTDART00000056022,ENSDART00000151979.3,
ZDB-TSCRIPT-120702-329,OTTDART00000056023,ENSDART00000152060.3,
ZDB-TSCRIPT-120702-82,OTTDART00000056024,ENSDART00000151954.3,
ZDB-TSCRIPT-120702-208,OTTDART00000056025,ENSDART00000152041.2,
ZDB-TSCRIPT-120702-330,OTTDART00000056026,ENSDART00000151949.3,
ZDB-TSCRIPT-120702-83,OTTDART00000056027,ENSDART00000152018.2,
ZDB-TSCRIPT-120702-332,OTTDART00000056033,ENSDART00000151962.2,
ZDB-TSCRIPT-120702-212,OTTDART00000056048,ENSDART00000152113.2,
ZDB-TSCRIPT-120702-213,OTTDART00000056051,ENSDART00000152095.4,
ZDB-TSCRIPT-120702-214,OTTDART00000056059,ENSDART00000152062.2,
ZDB-TSCRIPT-131113-4059,OTTDART00000056061,ENSDART00000154443.2,
ZDB-TSCRIPT-141209-479,OTTDART00000056064,ENSDART00000163112.2,
ZDB-TSCRIPT-131113-4061,OTTDART00000056068,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-871,OTTDART00000056069,ENSDART00000160447.2,
ZDB-TSCRIPT-120702-89,OTTDART00000056071,ENSDART00000152012.2,
ZDB-TSCRIPT-131113-872,OTTDART00000056075,ENSDART00000156607.2,
ZDB-TSCRIPT-131113-2465,OTTDART00000056076,ENSDART00000156493.3,
ZDB-TSCRIPT-131113-873,OTTDART00000056078,ENSDART00000154282.3,
ZDB-TSCRIPT-131113-2467,OTTDART00000056082,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-875,OTTDART00000056084,ENSDART00000155494.2,
ZDB-TSCRIPT-131113-2468,OTTDART00000056085,ENSDART00000156146.2,
ZDB-TSCRIPT-131113-4065,OTTDART00000056086,ENSDART00000157263.2,
ZDB-TSCRIPT-131113-2473,OTTDART00000056108,ENSDART00000153564.2,
ZDB-TSCRIPT-131113-4073,OTTDART00000056119,ENSDART00000153578.2,
ZDB-TSCRIPT-131113-2477,OTTDART00000056121,ENSDART00000156652.2,
ZDB-TSCRIPT-131113-2479,OTTDART00000056127,ENSDART00000154135.3,
ZDB-TSCRIPT-131113-2480,OTTDART00000056130,ENSDART00000155542.2,
ZDB-TSCRIPT-131113-888,OTTDART00000056135,ENSDART00000154820.2,
ZDB-TSCRIPT-131113-2483,OTTDART00000056139,ENSDART00000154741.2,
ZDB-TSCRIPT-141209-1707,OTTDART00000056143,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1708,OTTDART00000056150,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-2926,OTTDART00000056151,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-482,OTTDART00000056152,,transcript not in Ensembl. Withdrawn
